A,B,C
591,854,1445
17,715,732
322,407,729
375,915,1290
866,426,1292
777,252,1007
293,25,318
472,681,1153
840,664,1504
123,755,878
349,422,771
79,337,416
849,358,1207
146,167,313
940,559,1499
475,716,1191
938,628,1566
316,462,778
489,33,541
214,964,1178
531,676,1207
17,27,44
958,537,1495
652,170,822
886,810,1696
939,886,1825
190,724,914
668,552,1198
522,190,712
131,674,805
640,513,1153
22,790,812
991,725,1716
638,884,1522
949,950,1899
37,666,703
104,144,248
837,770,1607
269,630,899
756,497,1253
276,923,1242
174,39,213
217,598,815
972,422,1394
784,405,1189
380,516,896
431,127,558
646,111,757
674,49,723
192,228,420
162,943,1105
477,966,1443
997,215,1212
227,62,289
694,27,721
906,132,1038
443,191,634
233,987,1220
79,850,929
646,197,843
785,220,1005
10,655,665
536,157,693
764,598,1362
147,853,1000
795,30,825
878,912,1790
296,272,568
423,665,1088
417,249,666
671,665,1336
594,915,1509
550,456,1006
792,514,1306
635,609,1244
170,273,443
264,397,661
544,483,1027
969,918,1887
131,848,979
106,92,223
96,524,620
389,116,505
186,562,748
903,559,1462
526,916,1442
463,232,695
833,655,1488
500,516,1016
592,355,947
719,398,1117
988,64,1052
372,787,1159
705,255,960
467,670,1137
144,850,994
19,762,781
75,382,457
620,998,1618
623,404,984
266,466,732
582,346,928
978,711,1689
644,89,733
293,723,1063
571,48,569
94,282,376
54,67,121
248,487,735
384,358,742
294,819,1113
715,313,1028
854,826,1680
474,395,869
245,944,1189
957,665,1622
284,548,832
366,686,1052
761,489,1250
413,48,461
392,677,1069
452,84,574
249,312,561
903,468,1371
732,506,1238
97,409,506
658,324,982
520,494,1014
485,106,551
867,21,888
159,497,656
280,519,799
325,116,441
49,229,278
248,410,658
312,539,851
354,780,1134
406,522,928
987,194,1194
609,404,1013
461,778,1239
721,386,1107
834,123,957
87,191,278
51,141,192
569,322,891
804,618,1422
726,673,1399
175,576,751
288,75,363
854,971,1825
279,728,1007
330,445,775
534,879,1413
528,656,1184
431,693,1124
577,323,900
521,68,589
356,320,676
957,387,1344
66,773,839
835,610,1445
82,430,554
840,475,1315
204,397,601
975,644,1629
178,82,260
357,839,1196
930,422,1352
40,922,962
703,215,918
997,823,1820
895,860,1755
820,92,912
256,476,732
365,146,511
517,881,1398
25,734,759
365,59,424
324,195,519
963,516,1479
44,112,156
902,845,1747
898,40,938
787,21,808
767,934,1701
722,441,1163
790,650,1440
746,538,1284
491,854,1353
332,520,852
624,425,1049
424,800,1224
790,614,1404
474,930,1404
761,587,1348
716,860,1576
229,878,1107
169,736,872
484,989,1473
40,596,636
693,90,783
904,171,1123
432,72,504
825,936,1776
94,858,952
273,490,763
881,116,997
250,306,556
805,561,1366
505,137,642
857,889,1746
424,886,1310
574,861,1435
662,435,1097
4,799,770
281,77,358
842,872,1714
356,600,956
670,163,833
87,272,359
824,135,959
601,373,974
859,300,1159
395,904,1299
882,277,1159
716,534,1250
783,486,1269
161,748,909
785,254,1039
412,44,476
591,113,704
803,541,1344
206,734,940
189,216,405
865,77,942
568,101,669
407,301,708
482,579,1061
210,763,973
587,57,644
643,861,1504
640,992,1632
962,68,1044
793,972,1765
724,335,1069
242,457,699
809,740,1549
203,752,955
313,884,1197
720,928,1648
977,456,1433
86,561,605
665,84,749
891,60,951
65,799,864
394,609,1003
668,437,1105
983,436,1419
539,887,1426
495,821,1316
870,795,1632
229,110,339
944,360,1304
177,239,416
878,186,1064
602,453,1055
427,80,507
679,548,1227
275,597,872
714,639,1353
303,831,1134
158,906,1064
354,420,774
816,4,820
285,589,874
654,337,991
917,226,1143
90,388,478
288,444,732
432,8,440
161,670,831
311,77,388
305,681,986
624,991,1615
124,74,198
552,539,1091
220,286,506
740,375,1126
589,195,784
984,431,1415
172,763,955
450,641,1091
151,911,1062
553,569,1122
597,538,1135
719,674,1393
246,971,1217
252,175,427
368,486,854
343,854,1197
196,707,903
811,769,1580
918,680,1598
178,206,384
324,915,1239
224,489,713
532,963,1495
265,255,520
424,849,1273
174,784,958
538,716,1254
854,322,1176
400,10,410
854,768,1611
980,656,1636
981,324,1305
507,856,1363
234,584,808
762,527,1289
938,21,959
287,746,1033
567,940,1507
866,249,1115
252,635,887
258,382,640
556,872,1428
33,450,483
543,368,911
161,712,873
924,506,1430
482,336,818
327,815,1142
992,354,1346
41,962,1003
155,989,1144
813,461,1306
492,633,1125
790,695,1485
736,975,1752
359,698,1057
616,783,1399
885,494,1379
557,357,914
414,495,909
51,578,622
647,198,845
799,569,1368
532,649,1181
192,451,643
225,468,693
74,179,230
6,646,652
216,27,243
614,553,1167
402,955,1357
378,795,1173
253,235,488
983,1000,1983
336,855,1191
195,602,797
114,714,828
317,822,1139
602,750,1352
303,343,646
423,633,1056
987,973,1960
57,558,635
960,72,1032
290,686,976
556,609,1165
627,129,756
528,740,1268
658,841,1499
647,371,1018
955,570,1525
252,764,1016
539,498,1052
78,484,562
988,884,1872
335,472,807
862,33,935
795,753,1548
726,14,740
415,401,850
969,828,1797
392,926,1318
598,246,844
370,379,749
893,17,910
563,329,892
351,781,1132
275,340,615
654,812,1466
276,581,857
654,18,672
111,332,443
25,828,853
224,970,1194
643,515,1158
893,394,1287
188,977,1165
638,83,721
619,155,774
181,212,393
175,77,252
611,116,727
397,989,1386
440,351,791
792,184,976
462,586,1048
832,260,1092
35,154,198
219,552,771
18,454,472
317,406,723
689,358,1047
360,964,1324
398,314,712
950,914,1864
387,150,537
509,482,991
535,863,1398
520,254,774
173,613,786
470,789,1259
165,785,950
665,242,907
335,310,645
933,163,1096
543,138,681
938,873,1811
654,459,1113
535,173,708
127,36,163
336,77,413
909,688,1599
278,668,946
383,836,1219
230,746,976
24,194,218
694,563,1257
836,244,1080
403,45,448
27,371,398
996,802,1798
597,765,1362
788,741,1529
806,451,1257
490,52,542
829,847,1676
590,809,1399
913,893,1806
81,514,595
3,564,567
726,644,1370
624,290,914
228,943,1171
215,859,1025
838,75,913
197,789,943
316,113,429
408,157,565
368,591,946
113,498,611
135,798,933
993,77,1029
423,747,1170
942,687,1629
933,820,1753
861,240,1101
987,589,1576
846,780,1626
573,973,1546
483,801,1284
966,342,1308
750,720,1470
645,841,1486
257,618,875
984,529,1513
253,240,493
415,798,1213
678,475,1161
778,699,1477
166,297,463
634,252,886
385,185,570
169,905,1074
731,751,1482
311,330,641
647,479,1126
795,697,1505
897,104,1001
371,404,775
270,375,645
865,511,1376
962,892,1854
389,945,1334
268,333,601
209,771,980
83,143,226
505,170,675
822,411,1213
654,328,982
980,781,1761
987,653,1640
440,710,1150
720,746,1466
799,192,991
394,780,1180
262,475,737
630,933,1563
905,630,1564
889,610,1499
296,142,438
48,178,226
779,960,1739
919,152,1060
446,505,951
537,704,1241
342,257,599
716,733,1449
781,162,943
756,882,1638
367,679,1046
425,998,1385
448,475,923
974,96,1070
570,798,1355
587,402,989
72,531,603
429,501,930
690,569,1259
724,642,1366
321,517,838
992,793,1785
613,148,761
904,512,1416
657,368,1025
976,852,1828
81,95,176
423,563,986
804,95,899
205,784,989
460,579,1039
291,952,1243
827,849,1676
566,139,666
907,811,1718
705,733,1438
711,350,1061
99,331,430
749,877,1626
383,237,667
919,763,1682
494,140,634
130,595,725
823,650,1473
502,943,1445
247,244,491
903,671,1574
569,890,1459
543,430,973
44,862,906
389,888,1277
187,460,647
121,547,668
395,666,1061
147,285,432
349,396,762
185,481,666
813,358,1171
188,417,605
509,430,939
699,603,1302
328,218,546
593,237,830
714,810,1524
470,765,1235
359,962,1321
255,806,1061
981,190,1171
433,444,877
88,297,385
793,164,957
477,37,514
171,1,172
218,576,794
369,986,1355
930,548,1478
269,435,704
402,266,622
788,750,1550
580,721,1301
59,17,76
280,213,493
635,563,1233
135,551,686
520,34,554
550,491,1041
991,522,1513
538,136,674
189,210,399
529,565,1094
445,658,1103
288,107,395
84,556,640
739,318,1057
199,549,748
86,880,966
947,807,1754
823,246,1069
257,193,450
789,60,849
49,799,848
730,48,778
955,949,1904
182,318,500
878,3,853
506,714,1220
157,925,1082
347,702,1022
820,174,994
214,510,724
387,909,1296
599,358,957
969,523,1447
524,982,1506
801,432,1233
993,788,1771
840,940,1773
73,514,587
521,741,1262
666,439,1105
68,286,354
571,443,1014
539,999,1538
393,51,444
643,527,1170
842,439,1281
98,379,477
366,436,802
930,186,1116
508,75,583
128,801,929
310,608,918
555,213,768
521,838,1359
770,116,886
5,418,423
64,270,334
498,737,1235
994,349,1343
795,34,829
451,979,1430
387,734,1121
94,27,121
791,415,1206
333,894,1227
69,187,256
906,896,1802
545,705,1250
924,439,1373
887,707,1594
826,425,1251
668,116,743
614,153,767
307,237,568
154,12,166
977,382,1359
87,784,871
303,414,717
522,631,1153
67,642,709
529,497,1026
446,776,1222
837,942,1779
380,784,1164
781,866,1647
5,954,959
188,493,681
890,195,1085
335,501,836
771,666,1407
383,440,823
86,401,487
29,427,456
612,475,1087
692,605,1297
276,844,1120
791,484,1293
506,459,965
487,187,674
683,70,753
379,758,1137
618,724,1342
364,581,945
334,558,892
182,640,822
587,752,1339
498,598,1096
749,151,900
954,949,1903
676,43,719
533,254,787
765,92,857
388,951,1339
105,886,991
751,898,1649
277,810,1098
11,321,332
415,992,1407
834,950,1784
780,433,1213
594,820,1414
757,114,871
572,635,1207
325,442,767
217,242,459
591,686,1277
193,800,954
94,365,416
664,91,755
942,611,1553
250,988,1238
452,928,1380
26,787,813
590,418,1008
811,392,1203
281,808,1089
99,194,293
679,363,1042
673,249,922
282,960,1242
808,55,863
208,557,765
557,609,1166
691,680,1371
124,140,264
251,748,999
446,894,1340
180,942,1122
758,444,1202
121,137,258
993,162,1155
607,647,1254
212,558,770
133,55,188
580,781,1361
443,805,1248
556,403,959
266,377,643
10,168,176
733,787,1520
117,493,610
946,107,1053
465,37,502
1000,496,1496
966,104,1070
582,58,640
711,268,979
138,651,789
791,692,1483
733,191,924
498,280,778
183,683,866
699,820,1521
362,836,1198
387,107,494
144,536,680
575,865,1440
869,103,972
326,186,512
684,448,1132
176,672,854
90,711,801
189,581,770
53,171,224
69,354,423
876,911,1760
178,200,378
673,905,1578
212,881,1093
149,475,624
599,502,1058
156,128,284
556,644,1200
811,686,1497
26,689,760
635,363,998
435,267,702
845,277,1122
243,265,508
167,436,603
721,364,1085
426,31,457
344,499,843
805,470,1308
807,430,1237
326,730,1056
894,173,1067
775,468,1243
725,250,975
267,28,295
709,775,1484
158,652,810
204,46,250
177,43,220
739,853,1624
294,554,848
224,287,511
963,326,1267
469,555,1024
785,989,1774
811,221,1032
233,380,613
447,199,646
364,525,889
750,945,1695
17,437,454
510,547,1057
412,583,995
249,29,278
902,292,1194
766,362,1163
473,994,1467
414,476,890
142,346,488
179,929,1108
946,390,1336
322,224,546
633,438,1071
409,980,1389
673,145,818
711,912,1623
534,774,1308
465,671,1153
171,113,284
873,139,1012
10,587,597
599,577,1176
786,506,1292
863,175,1038
209,689,898
827,824,1651
781,802,1583
632,33,665
828,555,1383
51,487,538
439,681,1120
634,811,1445
298,927,1225
499,57,556
680,590,1270
792,634,1426
615,953,1568
689,103,792
446,850,1296
554,567,1121
182,221,403
5,957,962
955,613,1568
584,658,1242
92,268,360
801,264,1065
430,274,704
204,1000,1204
35,924,959
208,466,674
511,347,858
929,728,1657
46,314,360
19,795,814
789,772,1561
229,362,591
24,388,412
728,542,1265
768,278,1046
534,31,565
916,841,1757
977,730,1707
647,86,733
121,576,697
472,154,626
175,884,1059
769,682,1451
288,243,531
297,12,309
573,146,719
383,287,670
597,933,1530
360,262,622
485,150,635
410,792,1202
520,659,1179
227,135,362
710,708,1418
47,306,353
901,967,1868
429,466,895
323,531,854
667,60,727
888,836,1724
247,18,265
833,917,1750
860,518,1378
22,754,776
724,175,899
195,570,765
543,796,1339
203,312,515
770,458,1228
719,411,1130
185,348,533
782,555,1337
512,612,1124
54,706,760
802,482,1284
97,396,493
8,222,230
928,759,1694
208,73,281
288,140,428
533,960,1493
791,748,1539
304,502,806
735,600,1335
367,8,375
840,966,1806
593,988,1581
969,644,1635
326,154,480
301,970,1271
618,410,1028
886,619,1505
826,438,1264
437,9,446
1000,180,1180
260,88,348
41,318,327
877,580,1457
398,789,1187
478,796,1274
579,475,1054
22,346,368
649,589,1238
458,265,723
358,376,734
675,654,1329
796,523,1346
140,188,328
382,28,410
816,480,1296
424,638,1062
751,95,846
397,779,1176
995,548,1543
747,809,1556
145,455,600
464,257,721
853,640,1493
931,169,1100
761,293,1054
511,14,525
742,66,808
188,680,868
93,52,145
945,792,1737
958,345,1303
446,767,1213
251,765,1016
347,424,771
917,3,920
350,542,892
324,222,546
287,238,525
363,531,894
45,571,616
922,255,1177
69,622,691
920,278,1198
173,40,213
425,640,1065
403,441,844
45,13,93
331,760,1091
174,270,457
681,926,1607
135,569,704
572,50,622
570,28,598
547,945,1492
100,936,1054
634,902,1536
136,753,889
363,692,1055
858,836,1694
893,55,948
711,422,1133
22,399,421
611,142,753
201,28,229
736,885,1621
143,1000,1143
170,731,901
526,250,776
637,952,1544
470,939,1409
583,497,1080
11,987,998
830,86,916
352,65,417
438,868,1306
357,396,753
448,399,847
761,829,1590
477,395,872
936,8,944
698,723,1421
205,289,494
486,27,513
721,463,1184
837,153,990
536,64,600
800,182,982
579,131,710
159,663,822
868,567,1435
89,709,798
853,741,1547
843,361,1204
801,25,826
472,271,743
928,892,1820
202,690,859
894,736,1630
316,105,421
328,612,940
439,163,602
695,66,761
286,411,697
602,423,1019
260,482,742
942,354,1296
812,793,1598
205,622,827
9,647,656
331,528,859
113,473,586
466,524,990
534,439,948
104,278,382
690,260,950
699,316,1015
427,547,974
2,569,571
910,24,934
951,246,1197
174,79,253
967,977,1944
189,579,768
393,461,854
99,505,604
550,269,819
485,969,1454
730,274,1004
63,198,261
654,393,1047
802,15,817
707,678,1385
436,287,723
143,203,346
78,560,638
666,57,723
892,87,979
685,821,1539
597,167,812
250,117,367
569,377,946
328,600,928
356,448,804
87,484,592
332,791,1123
50,204,254
462,469,931
948,8,956
958,134,1092
520,118,638
32,189,221
805,637,1442
978,775,1753
946,585,1531
300,465,765
797,33,830
676,826,1502
592,237,829
415,36,451
965,322,1331
264,598,862
642,725,1367
908,618,1526
220,96,316
613,437,1050
759,564,1323
768,791,1559
269,610,879
145,956,1101
271,584,855
1,732,733
541,689,1230
305,928,1233
606,166,814
161,168,327
246,448,694
571,745,1316
997,753,1750
11,815,826
139,400,539
784,240,1024
381,386,767
3,265,274
754,279,1033
218,651,869
286,883,1169
531,943,1474
423,764,1187
756,856,1612
738,990,1728
406,879,1285
272,630,902
313,982,1295
756,205,961
189,565,754
847,585,1432
610,202,812
313,955,1268
726,192,918
646,831,1477
554,263,817
140,844,984
518,736,1254
37,777,814
195,231,426
167,118,285
897,190,1087
73,255,328
379,993,1372
257,881,1138
225,802,1027
973,502,1475
373,198,571
147,232,379
346,670,1016
954,511,1465
463,522,985
730,882,1612
381,611,992
76,506,582
181,510,691
305,534,839
707,527,1234
29,252,281
60,940,1000
826,12,838
345,194,539
124,525,649
895,326,1221
77,937,1014
899,338,1237
327,220,547
687,58,745
620,777,1444
205,918,1123
397,479,861
401,298,699
495,254,749
737,109,846
666,919,1585
253,691,944
184,879,1063
382,528,910
721,630,1351
810,259,1069
110,233,343
190,98,288
626,976,1602
572,38,610
222,695,917
609,70,679
280,743,1023
917,351,1268
110,484,594
202,189,391
763,296,1059
281,639,920
557,862,1419
133,749,882
26,412,438
190,955,1145
451,12,463
97,675,772
471,380,851
881,388,1269
703,473,1176
333,166,499
732,438,1187
213,294,543
744,204,948
559,687,1246
358,249,583
200,509,709
219,375,594
478,230,708
625,653,1278
252,973,1225
351,425,776
439,988,1427
54,939,993
148,553,701
22,671,693
806,486,1292
596,303,899
638,789,1427
662,367,1029
579,687,1266
349,87,436
292,603,895
464,584,1048
838,675,1513
816,284,1100
393,90,483
473,146,619
124,260,384
136,144,280
101,949,1050
193,627,820
788,990,1763
654,523,1177
386,766,1152
778,825,1603
86,522,608
680,137,817
777,46,823
843,890,1733
122,759,881
843,983,1826
126,893,1019
957,195,1152
53,438,491
625,660,1285
933,31,964
100,261,361
8,685,693
882,507,1389
708,806,1514
783,792,1575
726,828,1554
361,853,1214
110,498,608
442,397,839
64,536,600
232,531,763
739,547,1286
641,757,1398
259,469,693
240,713,953
409,598,1007
571,326,897
671,807,1478
401,549,950
947,104,1051
797,491,1288
531,287,818
894,369,1263
451,454,905
462,800,1262
858,924,1782
851,163,1014
810,421,1231
519,901,1420
163,907,1070
147,541,688
82,96,178
364,466,782
747,883,1630
289,831,1120
254,613,867
772,422,1183
537,820,1357
830,561,1391
784,91,875
802,996,1798
928,32,960
238,171,409
190,251,441
694,328,1022
253,582,871
320,723,1043
872,538,1410
765,93,867
721,529,1250
929,657,1586
437,244,681
831,730,1561
88,202,290
419,930,1349
344,503,847
648,38,686
242,47,289
36,352,388
362,127,489
269,226,495
351,765,1116
439,378,817
657,288,945
531,102,633
850,226,1076
473,705,1178
853,292,1145
363,679,1042
524,759,1283
639,701,1340
147,169,316
256,143,399
157,688,845
629,969,1598
380,223,603
194,584,778
947,448,1395
646,141,787
772,251,1023
520,370,890
713,782,1495
508,329,837
572,565,1137
766,962,1728
573,12,585
570,149,719
313,430,743
905,901,1806
99,442,541
256,523,779
228,547,775
313,999,1312
296,798,1094
572,496,1068
62,844,906
49,362,411
773,526,1299
503,17,520
354,219,573
492,246,738
190,453,613
121,892,1013
751,774,1525
35,368,403
981,860,1841
537,492,1029
92,349,441
276,630,906
454,345,799
180,65,245
323,36,359
612,283,865
865,95,960
774,289,1063
826,208,1034
651,577,1253
341,422,763
23,76,99
504,474,978
806,406,1212
872,24,896
305,625,930
978,574,1552
868,658,1526
411,952,1363
918,129,1047
914,689,1603
821,890,1711
377,182,559
344,792,1136
311,936,1247
393,977,1348
838,773,1611
748,26,774
346,307,653
821,791,1612
330,7,337
716,478,1189
394,146,510
768,563,1331
434,608,1042
35,87,90
725,876,1601
343,168,511
359,822,1181
47,346,393
919,824,1743
73,595,668
712,114,826
710,271,981
837,972,1809
345,982,1357
429,944,1373
316,995,1311
341,283,624
943,983,1926
367,179,502
15,964,979
921,560,1481
238,521,759
863,261,1124
469,600,1069
180,682,889
374,849,1223
219,193,412
295,587,882
137,290,464
291,227,553
509,720,1229
706,917,1623
847,767,1614
928,159,1087
975,600,1575
984,140,1124
71,20,91
587,624,1211
874,631,1505
447,695,1142
614,201,815
48,950,998
198,302,466
803,641,1444
929,392,1321
986,516,1502
78,147,225
976,662,1638
651,867,1518
164,127,291
714,896,1610
68,222,290
467,157,624
601,227,828
721,27,748
127,246,373
752,160,912
325,482,791
879,219,1098
836,382,1218
829,969,1798
464,393,857
320,747,1067
202,92,294
331,646,977
715,350,1065
344,978,1322
395,389,784
753,360,1113
564,349,913
402,125,527
662,959,1621
182,555,737
285,449,734
276,225,501
79,775,854
386,906,1292
165,216,381
221,700,921
645,908,1553
228,246,474
857,554,1411
793,678,1471
652,30,682
37,149,186
425,989,1414
443,518,961
786,161,947
389,490,879
884,815,1699
549,288,837
560,162,722
119,190,309
491,308,799
99,17,116
117,124,241
997,236,1233
229,157,386
97,15,112
715,860,1575
947,612,1559
298,53,351
317,137,454
297,934,1231
741,960,1701
122,211,333
663,111,774
227,683,910
351,805,1156
486,28,514
598,839,1437
20,625,645
276,1,277
958,616,1574
55,994,1049
892,350,1242
822,312,1134
236,547,819
181,569,750
750,191,941
332,954,1286
885,65,950
293,273,566
398,328,726
179,789,968
337,700,1037
601,521,1122
516,374,890
340,255,595
403,577,980
161,245,453
432,365,797
224,821,1045
157,463,620
707,500,1207
468,55,523
138,294,432
593,378,971
628,197,825
614,717,1331
130,365,495
984,220,1204
490,620,1110
486,203,689
185,275,460
126,236,362
562,88,693
366,624,990
486,793,1279
734,54,788
254,128,382
277,755,1032
93,78,171
642,581,1223
436,575,1011
947,556,1503
913,583,1496
591,507,1098
272,754,1026
905,610,1515
118,106,224
77,615,717
587,363,950
8,218,226
306,984,1290
55,437,492
569,750,1319
988,483,1471
832,874,1706
469,468,937
649,104,753
603,628,1231
113,505,618
510,902,1412
10,580,590
140,802,942
764,522,1286
163,371,534
743,174,917
883,455,1338
316,257,573
745,213,958
267,889,1156
817,379,1218
171,992,1163
997,178,1175
97,84,181
403,545,948
423,909,1332
233,281,514
842,418,1260
251,158,409
536,508,1044
307,177,484
499,309,808
623,188,811
739,459,1198
269,442,711
570,31,601
516,413,929
290,263,553
479,152,645
949,409,1358
166,218,384
319,102,421
983,424,1419
189,725,877
635,956,1591
369,560,929
905,369,1243
621,690,1311
939,198,1137
589,389,978
186,748,934
686,127,813
885,211,1096
971,327,1298
272,250,522
434,344,778
706,623,1329
777,58,835
120,201,308
266,562,828
908,865,1773
187,768,955
95,339,434
627,482,1114
605,292,897
798,115,913
64,375,439
296,356,602
976,296,1272
763,669,1432
195,859,1071
204,257,461
824,607,1431
20,765,785
124,10,134
387,807,1194
850,643,1493
928,144,1072
844,914,1758
386,397,783
46,654,700
647,669,1316
859,428,1287
738,104,842
205,647,852
894,156,1050
928,592,1520
494,372,866
71,459,530
594,502,1096
292,908,1200
148,551,699
101,464,565
999,866,1865
49,165,214
78,177,255
647,316,963
774,146,920
796,507,1303
768,24,792
439,70,509
74,285,359
126,348,474
398,243,641
715,278,993
983,762,1745
514,768,1282
40,474,514
846,762,1608
674,623,1297
220,563,783
32,238,270
828,651,1479
528,323,859
302,683,985
386,702,1088
497,83,580
54,509,563
106,90,196
596,180,776
141,551,692
722,952,1674
275,781,1056
5,946,951
959,756,1715
48,106,154
926,660,1586
788,167,955
122,432,554
739,126,865
258,47,305
540,226,766
719,540,1259
149,120,269
647,313,992
528,569,1124
714,74,788
13,283,296
809,310,1085
462,708,1138
435,50,485
482,882,1364
390,424,814
46,466,512
547,574,1121
297,220,517
704,558,1262
150,139,289
735,391,1126
398,461,859
213,332,545
306,303,609
621,266,887
390,10,400
664,646,1351
453,859,1312
397,189,586
761,623,1384
859,691,1540
946,712,1658
814,325,1139
418,181,599
508,153,661
110,109,219
553,309,862
3,261,264
627,587,1214
864,518,1382
435,639,1074
684,53,737
105,279,384
177,763,940
471,225,696
352,393,745
82,511,593
551,559,1110
729,212,941
586,255,841
977,517,1462
990,357,1347
277,617,894
471,933,1427
165,970,1135
36,510,546
66,570,636
80,469,549
559,755,1264
292,706,998
976,330,1306
72,702,774
267,868,1135
540,477,1017
999,762,1761
426,621,1047
609,707,1316
742,574,1316
364,454,818
450,964,1414
492,561,1053
509,41,550
711,867,1578
987,225,1212
808,207,1015
247,496,743
377,553,930
951,834,1785
782,893,1675
788,141,929
113,977,1090
230,832,1062
84,124,208
711,833,1544
588,949,1537
78,937,1015
706,751,1457
753,316,1069
622,23,645
600,651,1251
824,495,1295
833,634,1467
305,890,1195
818,304,1122
640,244,838
613,406,1019
991,883,1874
355,628,983
527,105,632
143,465,608
598,554,1152
287,313,600
361,566,927
800,78,878
159,558,717
804,956,1760
723,792,1479
304,287,591
565,824,1380
80,389,469
546,654,1200
83,582,665
224,97,321
973,510,1483
857,961,1818
611,781,1392
561,682,1239
638,911,1549
766,269,1035
914,728,1642
292,251,543
537,406,945
38,131,169
46,421,467
770,898,1668
705,833,1517
89,346,435
474,514,988
873,950,1823
891,411,1302
308,784,1092
784,389,1173
741,368,1109
88,24,112
894,747,1641
860,764,1624
642,572,1214
641,530,1171
304,815,1119
901,506,1407
450,991,1441
88,533,621
863,303,1166
763,413,1176
288,109,397
867,334,1201
436,528,964
487,548,1035
162,700,862
345,141,486
513,108,621
19,371,420
378,558,933
723,462,1185
733,946,1679
808,682,1490
254,769,1023
640,94,734
799,197,996
90,659,749
363,91,460
969,276,1245
237,425,662
402,84,486
879,689,1568
867,722,1589
268,178,446
71,698,781
662,666,1328
233,67,300
955,222,1177
925,334,1259
841,543,1424
534,294,828
365,906,1271
172,273,445
488,756,1212
502,251,753
720,318,1038
258,579,837
286,375,661
613,989,1602
94,34,128
759,732,1491
598,46,644
874,773,1647
782,278,1060
764,928,1692
832,306,1138
5,973,978
726,819,1545
244,394,638
306,310,616
402,605,1007
219,604,823
785,282,1034
522,980,1502
108,149,257
63,974,1037
871,133,1004
309,370,679
652,273,925
125,902,1027
6,62,68
917,921,1838
375,21,396
755,844,1599
378,931,1309
682,400,1082
581,671,1252
948,918,1866
782,281,1063
38,595,633
217,196,413
136,937,1073
945,507,1452
440,687,1127
325,734,1059
113,281,394
216,935,1151
996,151,1147
604,898,1502
422,140,562
865,558,1423
186,315,501
115,868,983
885,734,1619
594,126,720
940,475,1413
69,853,922
138,707,845
226,368,594
576,385,961
295,72,367
111,523,634
411,508,919
675,233,908
12,457,429
605,548,1153
734,783,1517
950,510,1460
493,732,1225
952,764,1716
875,310,1185
15,98,113
819,85,904
890,94,984
602,823,1425
81,193,274
331,405,736
961,344,1305
808,981,1789
136,888,1024
573,618,1191
108,202,318
931,834,1765
613,29,642
553,553,1106
831,978,1809
326,803,1155
323,77,400
417,451,868
684,459,1143
631,336,967
141,494,635
729,693,1422
595,488,1083
857,791,1648
781,498,1279
298,696,994
940,406,1346
717,393,1110
199,487,686
887,612,1499
974,472,1446
335,167,472
575,214,789
36,304,340
306,680,962
50,977,1027
638,454,1092
561,271,832
800,917,1717
97,140,237
444,287,731
550,696,1258
834,984,1818
339,528,867
174,764,929
73,334,407
463,477,940
117,719,836
832,788,1620
718,569,1287
264,640,904
983,652,1635
247,68,315
189,460,649
83,628,711
492,408,900
193,946,1139
128,229,357
550,105,655
899,668,1567
950,758,1708
946,326,1272
416,56,472
173,555,728
112,649,761
60,634,694
955,448,1403
63,742,805
159,851,1010
481,910,1391
983,540,1523
836,771,1607
458,254,712
208,315,523
155,799,954
87,293,339
970,671,1641
569,641,1210
517,695,1212
443,985,1428
206,662,868
943,412,1355
421,670,1123
54,445,499
384,5,386
590,152,742
207,683,890
646,750,1396
108,951,1059
190,833,1023
773,869,1642
940,887,1827
133,333,466
829,101,930
978,701,1679
515,631,1146
820,494,1314
915,824,1739
623,131,754
36,440,446
202,986,1188
23,850,873
558,13,570
757,204,961
17,861,878
448,761,1209
173,523,696
507,329,836
960,231,1191
751,47,798
334,98,447
643,166,809
906,472,1378
359,229,588
733,271,1004
523,492,1015
497,582,1079
451,399,850
984,967,1951
464,870,1334
292,369,661
113,631,744
681,796,1477
193,10,203
696,572,1247
344,686,1040
345,991,1336
371,939,1310
696,472,1170
784,28,812
94,264,358
556,206,762
916,666,1582
249,273,522
481,781,1262
946,918,1900
773,953,1726
471,579,1050
517,492,1009
980,500,1494
241,423,664
582,222,831
162,599,761
346,139,485
258,759,1017
354,957,1311
244,963,1207
857,942,1799
164,653,817
74,678,752
645,610,1255
774,742,1516
242,454,696
810,732,1588
846,14,860
663,622,1285
467,596,1063
132,618,750
437,949,1386
970,528,1498
183,33,216
947,718,1665
537,685,1222
476,585,1061
311,216,527
206,700,906
972,885,1857
255,42,297
863,318,1181
251,424,675
309,895,1204
976,768,1744
86,75,161
933,949,1882
563,173,736
399,826,1225
538,839,1377
688,669,1357
758,778,1558
360,20,380
95,697,792
495,853,1348
7,309,316
869,382,1251
467,697,1164
234,68,302
156,876,1032
141,736,877
461,344,805
293,865,1158
955,291,1246
931,846,1777
167,666,833
574,902,1426
606,273,879
835,40,875
962,351,1303
140,864,1004
35,77,112
395,670,1065
3,991,994
484,911,1395
683,946,1629
157,251,408
684,522,1206
973,915,1888
173,783,956
871,825,1696
461,405,897
599,889,1488
706,755,1461
233,725,958
491,856,1347
277,659,936
343,841,1184
666,946,1612
674,598,1267
781,890,1671
719,890,1609
618,17,635
299,762,1061
281,545,826
706,808,1514
771,546,1317
339,669,1008
288,248,536
478,161,639
366,393,763
376,934,1310
