X,Y,sum
327,957,1284
918,599,1517
551,847,1398
16,988,1004
209,236,445
395,12,407
736,356,1092
69,485,554
397,415,812
28,756,509
759,498,1257
365,855,1220
934,403,1337
986,783,1769
557,307,864
340,986,1326
200,427,627
193,175,368
307,944,1251
375,978,1353
601,398,45
912,55,967
736,843,1579
466,753,1219
220,694,914
955,629,337
109,756,865
939,994,1933
909,495,1404
971,463,1434
155,560,715
663,302,965
502,493,995
675,143,818
975,939,1914
418,784,1202
434,917,1351
184,54,238
749,32,416
652,87,739
433,543,976
336,496,832
559,603,1162
8,372,380
440,127,567
277,508,785
688,377,1065
531,200,731
620,673,1293
271,788,1059
936,261,1197
838,651,1489
499,877,1376
458,122,580
217,14,231
870,381,1251
174,659,833
869,513,1382
580,223,803
603,7,610
777,609,1386
30,498,528
739,19,758
219,721,940
964,304,1268
351,801,1152
562,382,944
923,807,1730
597,931,1528
145,913,1058
790,783,1573
17,120,207
897,597,1494
418,483,901
905,157,1062
385,196,581
975,107,1082
264,4,268
322,989,1311
188,518,706
237,557,794
496,112,608
295,606,901
138,417,555
524,308,832
342,468,810
396,662,1058
916,359,667
95,569,664
664,234,898
9,640,649
812,338,1150
646,186,832
392,35,427
523,645,1168
453,440,893
900,327,1227
862,926,1788
475,292,767
852,223,1075
926,615,379
674,601,1275
138,268,406
730,598,1328
258,89,347
229,438,667
682,548,1230
24,434,458
318,731,1049
588,430,1018
729,919,1648
490,658,1148
672,62,734
530,594,1124
854,832,1686
765,670,1435
182,803,985
934,742,250
833,380,1213
899,144,1043
291,493,784
97,724,821
536,197,733
444,806,62
644,471,1115
623,452,1075
971,385,1356
515,779,1294
697,430,1127
309,215,524
741,892,1633
234,117,351
596,281,877
499,144,643
872,680,1552
847,123,970
234,563,797
792,365,1157
93,281,374
366,110,476
164,139,303
463,985,1448
362,492,854
0,353,353
483,419,902
614,656,1270
7,279,286
869,965,1834
687,754,1441
529,259,788
788,212,1000
497,90,587
877,781,1658
425,270,695
387,340,727
193,302,495
987,82,721
448,719,1167
611,527,1138
834,126,960
563,138,101
997,262,1259
393,318,711
664,261,925
35,363,811
847,698,1545
694,882,1576
158,68,226
409,461,870
84,716,800
930,221,1151
667,47,714
657,28,685
513,130,643
825,573,1398
542,461,1003
831,744,3
286,297,583
15,245,260
225,349,574
228,942,1170
475,10,485
256,267,523
49,184,233
853,256,1109
51,239,290
745,872,1617
73,381,454
819,832,1651
661,650,1311
631,609,1240
280,515,795
371,145,516
758,208,966
322,457,779
713,844,1557
794,311,1105
678,605,1283
444,94,538
88,352,440
369,786,1155
495,407,902
55,954,669
822,964,1786
915,979,1894
492,964,1456
634,754,1388
733,893,1626
57,57,114
12,265,277
696,101,797
456,766,1222
226,237,463
444,424,868
71,204,275
655,255,910
794,314,1108
294,55,349
729,84,813
396,890,1286
251,343,594
405,759,1164
839,615,772
856,857,765
71,625,696
33,623,656
475,871,1346
205,842,1047
89,320,409
447,231,678
294,645,939
709,506,643
703,148,851
722,679,1401
317,226,543
321,563,884
523,602,1125
887,112,999
461,891,174
527,472,999
295,728,1023
356,297,653
134,227,361
27,717,744
722,866,1588
585,679,1264
207,497,704
468,302,770
752,905,1657
487,522,1009
498,184,682
566,773,1339
455,103,558
504,185,689
848,552,1400
690,641,1331
168,107,275
150,122,272
180,114,294
646,393,1039
211,254,465
913,912,1825
551,839,1390
746,380,1126
757,603,1360
105,805,910
542,116,658
371,945,1316
122,616,738
335,948,1283
391,342,733
12,758,770
756,520,1276
595,257,852
279,186,465
216,273,489
716,745,1461
555,146,701
53,175,228
653,113,766
728,48,776
558,424,982
902,136,1038
490,784,1274
432,671,1103
8,771,779
389,492,881
551,577,1128
371,641,1012
769,664,1433
953,637,1590
27,49,76
435,937,766
914,871,1785
404,136,540
591,774,1365
28,568,820
364,519,883
986,811,1797
267,962,1229
842,673,1515
772,751,1523
938,155,1093
652,927,1579
690,856,1546
69,273,342
790,394,1184
394,986,1380
38,51,89
834,358,1192
717,36,753
848,454,1302
202,439,641
5,666,671
158,325,483
999,318,1317
697,334,1031
916,571,1487
159,620,251
88,188,276
584,967,1551
982,504,1486
31,160,191
228,565,793
241,756,997
554,738,1292
237,761,998
378,560,938
397,383,780
714,670,1384
976,838,1814
591,613,1204
639,933,1572
937,924,1861
445,948,1393
376,451,827
338,991,1329
92,686,778
608,691,1299
66,637,703
769,722,1491
392,259,651
962,894,1856
420,23,443
432,193,625
941,762,1703
463,134,597
694,184,878
272,194,466
815,273,1088
700,715,1415
327,794,546
781,484,1265
493,522,1015
398,67,465
380,563,943
600,280,880
898,785,1683
387,305,692
16,496,512
808,400,1208
423,989,1412
701,628,1329
842,750,1592
257,784,1041
457,872,1329
935,285,1220
807,70,877
424,864,1288
442,483,925
197,139,336
553,930,1483
412,473,885
103,37,140
605,682,1287
430,856,1286
408,716,1124
813,192,1005
38,189,227
344,565,909
802,392,1194
262,430,84
662,262,924
664,310,974
60,78,138
940,141,1081
173,967,1140
175,903,1078
445,863,1308
44,515,559
894,455,1349
623,152,775
92,152,244
775,561,1336
937,34,971
175,168,343
386,282,668
240,914,1154
449,307,676
813,73,886
443,972,1415
979,963,1942
466,527,993
77,578,655
717,805,1522
540,673,1213
434,303,737
207,681,888
968,891,1859
334,420,754
749,502,1251
314,953,1267
764,482,1246
640,664,1304
689,593,1282
75,157,232
765,0,765
505,250,755
370,381,751
267,570,837
560,183,743
433,167,600
63,309,372
719,157,425
963,819,1782
700,958,1658
748,648,1396
754,441,1195
810,679,1489
353,562,915
958,734,5
746,909,1655
238,961,1199
304,720,381
785,999,1784
744,133,877
369,890,1259
10,672,682
716,614,1330
513,15,528
828,807,1635
288,455,743
535,403,938
926,934,694
886,902,1788
927,158,1085
376,611,987
730,355,1085
928,367,1295
928,367,1295
331,16,347
497,748,1245
364,770,1134
483,812,1295
365,412,777
344,493,837
660,106,766
71,357,428
18,977,995
788,492,1280
235,675,910
484,296,780
710,572,1282
650,320,970
519,846,1365
226,972,1198
997,906,1903
325,852,1177
436,533,969
508,568,400
754,628,1382
665,44,709
665,341,1006
218,47,265
360,753,1113
216,770,418
299,681,980
462,755,1217
652,587,1239
160,428,588
705,490,1195
309,979,1288
373,139,512
162,909,1071
219,944,1163
291,903,1194
578,791,1369
338,227,565
853,327,1180
108,330,438
494,933,1427
656,380,1036
521,174,695
708,968,1676
972,607,1579
924,946,1870
106,428,534
883,600,1483
658,266,924
821,185,1006
663,391,1054
988,385,1373
728,762,1490
897,645,1542
597,371,968
649,363,1012
348,879,1227
813,945,1758
729,151,880
895,471,1366
462,481,943
212,618,830
744,187,931
382,545,927
826,699,1525
283,246,529
265,449,714
356,979,1335
635,423,1058
134,473,607
234,321,555
868,578,1446
686,450,1136
866,655,1521
97,234,331
294,398,692
139,218,357
577,422,999
482,647,1129
677,838,1515
934,806,1740
554,937,1491
420,469,889
958,863,1821
197,284,481
212,735,521
706,886,1592
890,452,1342
468,584,1052
815,57,872
803,635,1438
237,146,383
602,45,647
933,204,1137
605,421,735
715,287,1002
904,825,1729
317,30,347
395,342,737
282,798,1080
792,14,806
613,40,619
642,53,695
544,509,1053
168,144,312
791,770,1561
397,401,798
803,79,882
365,851,1216
646,397,1043
776,245,1021
786,188,974
222,376,598
992,59,1051
198,716,670
641,889,1530
951,348,1299
65,800,865
313,231,544
19,618,637
402,431,833
265,1000,1265
299,968,1267
173,409,582
887,766,1653
844,538,1382
80,536,616
751,615,1366
685,367,1052
298,456,754
262,492,754
575,158,733
343,350,693
571,461,1032
784,777,1561
798,470,1268
232,604,836
257,666,923
900,250,1150
416,953,1369
538,819,1357
425,284,709
143,440,583
491,340,831
927,453,1380
700,808,1508
761,12,773
882,110,992
744,549,1293
937,280,1217
325,795,1120
625,821,1446
929,893,391
133,886,662
285,170,455
623,958,1581
48,882,930
922,996,1918
86,180,266
543,764,1307
636,528,1164
226,577,803
522,607,1129
560,267,827
425,865,1290
431,321,752
83,202,285
518,871,1389
788,688,1476
380,112,492
337,444,781
366,808,1174
934,783,1717
235,403,638
95,51,146
724,880,1604
268,98,366
850,516,1366
527,208,735
965,689,1654
243,872,276
719,5,724
725,302,1027
400,630,1030
178,280,458
81,81,162
428,834,1262
947,916,1863
388,736,1124
405,767,1172
195,425,620
761,410,1171
302,923,1225
679,714,423
548,309,857
439,394,833
644,950,1594
887,438,1325
581,651,1232
471,395,866
889,109,998
844,660,1504
844,965,1809
624,318,942
484,329,813
489,740,965
169,159,328
644,57,701
869,315,1184
952,26,978
459,374,833
489,904,1393
968,433,1401
751,776,1527
781,291,1072
187,796,198
860,142,1002
315,715,1030
642,103,745
861,892,1753
987,591,1578
864,914,1778
976,182,1158
630,140,770
837,798,1635
853,63,916
719,373,1092
670,826,1496
141,995,1136
86,111,197
474,668,1142
250,240,490
144,576,165
105,742,847
840,626,1466
665,343,1008
659,394,1053
996,698,1694
221,502,723
919,194,1113
639,413,1052
378,67,445
211,241,452
18,340,358
174,132,906
175,819,994
595,451,1046
247,146,393
881,919,581
449,457,906
818,945,1763
760,400,1160
163,532,695
151,379,530
88,837,925
955,574,1529
92,215,307
418,218,636
160,426,586
740,32,772
978,206,1184
85,656,741
533,537,1070
713,800,1513
16,267,283
108,143,251
289,509,798
995,188,1183
28,84,112
618,753,1371
90,233,323
690,888,1578
167,28,195
325,913,1238
935,173,1108
421,423,844
293,263,556
213,894,1107
463,702,1165
313,475,3
902,656,1558
181,851,1032
195,220,415
538,893,1431
548,132,680
745,811,1556
553,920,1473
943,811,1754
132,256,388
184,156,340
313,894,1207
292,598,890
790,612,934
714,698,1412
966,110,1076
784,403,1187
873,10,883
529,636,1165
629,158,787
377,161,538
772,140,912
798,52,850
787,224,1011
782,391,1173
97,357,454
375,318,693
191,957,1148
579,978,1557
408,947,1355
869,429,1298
136,114,250
476,659,1135
564,354,918
695,874,1569
26,554,580
302,774,1076
149,229,378
803,782,1585
578,1,579
336,207,543
100,736,836
893,979,1872
312,426,738
852,536,1388
612,209,821
814,590,381
692,624,1316
688,376,1064
25,27,52
706,849,1555
850,427,1277
595,511,1106
803,472,1275
768,0,768
700,498,1198
725,282,1007
8,71,79
261,154,415
709,34,743
485,992,719
779,166,945
986,143,1129
568,319,887
241,785,1026
710,770,1480
995,302,1297
902,364,1266
205,591,796
845,418,1263
562,376,938
775,781,1556
272,795,1067
478,924,1402
597,393,990
394,369,763
219,672,891
343,571,914
657,591,1248
249,568,817
245,635,880
163,752,915
148,351,499
558,511,1069
476,708,1184
481,840,1321
436,871,1307
827,168,995
135,663,798
773,752,1525
659,496,1155
897,665,1562
567,447,1014
80,500,580
706,893,1599
278,190,699
318,762,1080
396,601,997
804,358,1162
627,687,306
717,870,1587
28,596,624
318,116,434
396,696,1092
53,730,783
143,677,820
548,217,765
958,129,1087
900,860,1760
970,734,1704
734,185,919
141,326,467
432,212,644
153,536,689
202,355,557
764,47,811
244,52,296
364,896,1260
472,641,1113
215,289,504
556,806,921
920,427,1347
143,703,846
180,429,609
849,819,1668
723,942,1665
497,90,587
562,724,1286
803,708,1511
362,698,1060
755,801,1556
280,222,502
757,144,901
901,222,1123
723,252,975
581,595,1176
494,530,1024
663,653,1316
279,360,639
73,168,241
820,60,880
708,879,1587
763,494,1257
57,71,128
778,233,1011
186,420,606
155,257,412
378,986,1364
404,229,633
592,677,1269
314,94,408
616,263,879
924,434,1358
120,198,318
323,54,377
796,988,1784
879,994,1873
114,9,123
309,756,1065
355,403,758
174,897,1071
670,868,1538
122,522,644
662,69,731
117,442,559
684,304,988
764,474,1238
254,948,1202
850,5,855
868,204,1072
41,225,266
155,356,511
340,391,731
238,834,1072
167,973,1140
266,425,691
575,692,1267
348,683,1031
720,917,1637
76,217,293
322,904,1226
187,428,615
272,132,404
595,558,1153
892,98,990
807,875,1682
774,729,1503
935,535,1470
252,970,1222
282,490,772
87,373,460
202,547,749
617,620,1237
168,669,837
253,151,404
395,120,515
171,231,402
917,679,1596
932,36,968
957,33,990
511,732,1243
413,876,1289
792,588,1380
622,709,1331
30,595,625
775,675,1450
790,936,1726
568,27,595
585,68,653
248,480,728
863,761,1624
511,811,1322
56,582,638
391,367,758
882,346,1228
977,341,1318
660,196,856
881,11,892
737,173,910
843,473,1316
412,396,808
757,57,814
393,110,503
557,628,716
810,777,1587
164,508,475
234,55,289
588,451,1039
426,651,1077
435,430,865
703,106,809
906,57,963
923,473,1396
535,191,409
473,836,1309
175,901,1076
78,646,724
600,271,871
821,171,992
252,314,566
35,108,143
57,984,1041
628,50,678
928,16,709
230,133,363
103,584,687
288,588,933
862,152,1014
930,865,1795
321,539,860
11,841,852
991,297,1288
462,269,731
5,985,990
191,977,1168
686,154,840
219,952,1171
658,308,180
582,763,1345
678,753,1431
744,812,1556
228,52,280
312,30,342
237,10,247
651,289,940
130,506,636
126,875,1001
786,970,1756
539,986,1525
242,400,642
216,51,267
102,49,151
784,586,1370
529,862,1391
796,362,284
772,692,1464
449,11,460
665,148,813
739,40,779
712,83,795
200,309,509
930,268,1198
339,630,969
427,510,937
915,238,1153
975,561,1536
644,348,992
824,302,1126
248,526,774
16,23,39
408,196,604
810,7,817
177,159,336
645,483,1128
3,57,60
686,575,1261
809,419,1228
106,293,399
201,998,1199
509,901,1410
178,678,856
33,875,908
717,158,875
530,109,639
522,946,1468
497,800,1297
340,837,1177
968,491,1459
763,368,1131
562,147,709
517,405,922
725,546,1271
952,182,1134
839,734,1573
853,243,1096
803,469,1272
379,969,1348
176,604,780
628,553,1181
359,946,1305
151,390,541
432,681,1113
707,23,730
597,318,915
89,367,456
450,818,1268
189,303,492
8,397,405
321,596,917
887,567,1454
6,837,843
943,5,948
761,454,1215
612,254,866
363,23,386
638,303,941
47,421,468
987,75,1062
713,755,1468
437,792,1229
298,256,554
476,878,1354
49,340,389
682,727,1409
261,301,562
843,68,911
704,121,825
526,965,1491
359,695,1054
226,953,1179
289,913,1202
234,40,274
50,850,465
8,213,221
524,390,914
561,219,780
357,94,451
390,82,674
644,451,306
527,478,1005
613,446,1059
364,149,898
571,652,1223
422,400,822
820,456,1276
940,260,1200
187,498,685
324,823,1147
412,493,905
330,644,974
150,885,1035
877,510,1387
790,407,1197
783,570,1353
136,631,767
736,368,1104
661,774,1435
273,46,319
483,153,636
568,359,927
755,796,1551
130,187,317
940,594,1534
86,208,294
598,981,1579
33,636,669
846,857,1703
445,716,1161
477,524,1001
317,469,786
686,587,1273
160,137,297
537,402,939
335,949,1284
833,197,1030
648,681,579
620,278,898
197,711,908
814,74,888
97,491,588
729,444,1173
163,77,240
246,520,766
748,73,821
800,753,1553
474,626,1100
98,856,954
534,779,1313
48,113,161
793,257,1050
552,717,1269
82,532,614
648,282,930
712,125,837
924,221,1145
911,131,1042
716,726,617
845,220,1065
445,953,1398
90,498,588
876,461,1337
772,182,954
322,503,825
415,100,515
68,999,1067
95,142,237
163,321,484
613,880,624
657,39,419
667,501,1168
957,462,289
358,363,721
307,377,684
226,791,1017
392,475,867
213,350,563
820,185,1005
742,989,1731
414,9,423
922,437,1359
79,965,1044
206,640,846
999,437,1436
40,796,836
404,561,965
436,191,627
942,569,1511
243,403,646
759,492,1251
998,23,1021
989,566,1555
128,525,653
343,402,745
734,157,891
617,21,638
226,98,324
176,500,676
779,520,1299
900,45,945
355,100,455
760,77,837
843,403,1246
694,610,1304
588,384,778
505,990,1495
266,830,1096
333,516,849
245,59,304
519,870,1389
141,253,394
410,353,763
646,321,967
838,518,1356
87,73,160
335,92,427
68,763,831
806,391,1197
90,887,977
924,545,283
742,800,1542
71,857,928
963,51,1014
178,97,275
362,278,640
172,50,222
784,743,1527
522,444,966
499,670,1169
292,920,1212
668,96,764
559,947,1506
805,982,1787
5,982,987
908,525,1433
416,556,972
380,225,605
925,810,1735
227,664,891
741,397,1138
671,256,927
157,175,332
860,108,968
747,409,1156
784,725,1509
435,864,1299
171,164,335
292,255,547
894,725,1619
965,100,1065
711,389,1100
621,617,1238
408,983,301
224,338,562
30,324,354
533,400,47
74,833,907
752,648,716
488,406,894
431,411,842
153,913,1066
67,555,622
675,40,715
112,426,538
123,408,531
926,541,1467
945,615,1560
584,126,710
178,960,1138
113,538,651
803,397,1200
664,75,739
894,111,1005
43,293,336
239,604,843
704,124,828
56,99,155
151,593,744
80,302,382
989,441,1430
775,619,1394
45,187,232
428,528,956
54,499,366
459,512,971
572,730,1302
94,762,856
898,887,1785
760,87,847
815,88,903
822,662,1484
901,438,1339
111,260,371
852,912,1764
44,883,927
125,798,923
192,489,681
439,588,1027
289,802,1091
689,837,1526
925,680,1605
0,738,738
179,690,869
412,962,1374
77,42,119
241,470,711
659,977,1636
377,774,1151
70,309,379
278,582,860
600,556,1156
647,507,1154
567,33,600
644,711,1355
959,275,1234
995,430,1425
497,448,945
213,41,254
680,437,1117
137,571,708
414,210,624
580,567,1147
692,890,1582
673,215,997
430,150,580
21,616,637
193,421,614
960,492,1452
653,739,1392
594,32,626
702,999,1701
700,147,847
864,289,1153
747,22,769
501,977,1478
227,372,599
453,412,865
152,241,393
680,249,929
48,821,869
30,719,749
238,460,698
671,45,716
961,176,1137
674,310,984
314,696,1010
481,338,819
393,837,1230
685,295,980
411,283,694
728,643,1371
255,166,421
362,210,572
30,440,470
393,375,450
508,33,541
451,55,506
948,429,1377
895,150,1045
562,282,844
721,503,1224
967,478,1445
695,884,1579
643,257,900
588,42,630
644,140,784
224,538,762
431,461,892
328,460,788
822,383,1205
247,840,1087
60,464,524
814,573,1387
696,300,996
635,552,1187
344,782,1126
347,528,875
687,906,1593
276,357,633
635,76,711
145,946,1091
786,343,1129
639,805,1444
975,467,1442
492,922,1414
964,889,1853
334,872,976
944,285,1229
139,749,888
466,2,468
79,977,1056
291,437,728
929,905,1834
725,459,1184
85,595,680
422,438,860
269,277,546
885,415,1300
37,622,659
109,758,867
672,10,682
851,550,1401
630,820,1450
91,505,596
467,564,1031
597,37,634
395,402,797
668,222,890
469,418,887
726,746,1472
942,177,1119
470,365,835
838,586,1424
693,47,740
16,468,484
925,809,1734
702,744,1446
102,388,490
685,125,810
342,616,958
396,662,1058
372,60,432
751,72,823
747,585,1332
956,769,1725
190,556,746
271,60,331
336,54,390
98,99,197
623,541,1164
502,987,1489
818,639,1457
179,682,861
467,264,731
471,14,485
873,854,1727
401,862,1263
12,719,731
374,103,477
87,434,521
91,267,358
227,281,508
831,764,1595
339,459,798
383,373,756
683,611,1294
419,246,665
267,787,1054
455,548,1003
60,569,629
19,392,411
707,484,1191
159,854,1013
630,90,720
910,329,25
717,353,1070
914,259,1173
565,915,1480
734,241,975
593,158,751
292,713,1005
817,51,868
486,50,536
305,523,828
529,138,667
259,195,454
731,783,1514
249,199,448
682,342,1024
294,274,568
61,900,961
556,701,1257
79,893,972
612,406,1018
320,912,1232
450,338,307
684,657,1341
733,32,765
72,180,252
506,365,871
526,924,1450
5,650,119
241,197,438
671,482,1153
894,797,1691
852,428,1280
872,799,1671
132,630,762
616,726,765
180,927,1107
661,692,1353
831,711,634
858,62,920
234,349,583
881,600,1481
21,876,897
870,204,1074
248,690,938
172,440,612
379,731,1110
805,630,1435
318,85,403
823,230,1053
815,370,1185
542,611,1153
503,969,1472
265,211,476
429,699,1128
511,341,852
608,310,918
713,518,1231
160,873,1033
819,83,902
695,338,1033
305,1,306
54,726,780
0,809,809
260,368,628
797,584,1381
691,740,1431
575,237,812
850,942,1792
614,900,1514
75,574,649
202,491,693
174,454,628
197,821,1018
872,630,1502
652,583,1235
448,271,719
513,982,1495
632,118,750
513,389,902
156,47,203
211,370,581
844,132,976
184,456,640
430,628,1058
900,877,128
65,582,647
427,958,1385
724,998,1722
263,626,889
886,945,1831
494,941,1435
258,640,898
342,353,695
380,31,411
523,949,1472
884,600,1484
954,154,1108
667,868,1535
958,756,1714
509,829,1338
737,330,1067
810,264,1074
922,548,1470
614,803,1417
200,818,1018
568,868,1436
371,391,762
660,386,1046
606,905,180
831,63,894
239,92,331
661,13,674
717,357,1074
426,117,543
873,689,259
547,254,801
655,344,999
290,968,1258
427,512,939
359,42,401
785,508,1293
232,55,287
781,72,853
990,113,1103
718,855,1573
921,478,1399
156,993,1149
159,140,299
115,306,421
671,359,1030
655,102,757
288,55,343
37,357,394
87,598,685
579,575,1154
183,747,930
996,498,1494
287,593,880
998,459,11
80,305,385
499,674,1173
811,187,998
69,742,811
23,479,502
44,270,314
250,55,305
723,818,1541
438,597,1035
548,831,1379
215,574,789
684,306,990
790,256,1046
111,79,190
534,959,1493
892,460,1352
441,965,1406
140,415,555
141,79,220
321,9,330
285,319,604
46,198,244
978,820,283
25,719,744
465,454,919
889,31,235
90,66,156
687,287,974
128,220,348
66,408,474
364,251,615
931,520,1451
303,751,1054
920,505,1425
78,462,540
740,453,1193
931,550,1481
33,946,979
83,278,361
585,261,995
222,630,852
390,59,449
957,120,1077
468,893,1361
746,786,1532
259,633,892
267,852,1119
21,447,468
769,877,1646
688,107,795
675,899,1574
404,645,1049
474,393,867
680,701,1381
775,92,867
916,194,1110
333,847,1180
95,4,450
310,655,592
449,654,1103
789,699,1488
829,55,884
73,125,198
680,344,1024
384,241,625
47,396,609
642,27,669
237,19,256
358,511,869
189,886,1075
140,754,894
122,805,927
639,872,1511
235,315,550
294,274,568
453,373,826
725,416,1141
976,767,1743
33,587,620
681,412,1093
155,337,492
591,348,939
378,186,564
560,151,711
951,195,1146
802,159,961
781,428,1209
747,636,1383
548,453,1001
293,275,568
339,309,648
520,613,27
479,504,983
156,626,782
823,240,1063
679,197,876
680,518,1198
83,416,499
304,222,526
823,540,1363
581,233,814
723,320,1043
484,935,1419
46,399,445
819,440,1259
46,606,652
213,879,1092
160,267,427
307,639,946
586,582,1168
510,953,1463
899,544,1443
695,587,1282
683,108,791
895,463,1358
373,365,738
775,103,878
620,148,768
559,371,874
243,577,820
122,934,1056
45,13,58
202,11,213
677,377,1054
561,260,762
534,264,798
987,846,1833
276,698,50
671,745,1416
719,340,1059
468,823,1291
689,345,1034
959,585,1544
387,822,1209
682,36,718
634,754,1388
994,220,1214
306,752,1058
692,209,901
162,617,779
796,495,1291
392,247,639
263,652,915
731,625,1356
465,414,879
660,418,1078
33,56,89
180,172,352
333,787,1120
240,374,614
533,424,957
741,29,770
200,623,201
907,834,1741
985,640,1625
641,919,1560
897,286,1183
291,512,803
856,251,1107
738,457,1195
283,680,963
229,901,1130
164,888,1052
412,579,991
530,302,832
559,781,1340
186,200,386
849,624,1473
879,209,1088
146,332,478
32,267,299
375,129,504
493,961,1454
348,296,644
125,638,763
544,269,813
538,542,1080
903,948,1851
423,283,706
660,63,723
973,524,1497
539,216,755
549,359,908
94,700,794
85,761,846
117,815,932
331,868,1199
489,390,879
922,1000,1922
362,929,1291
149,364,513
312,22,334
355,635,990
39,393,432
192,146,338
392,531,923
135,251,386
467,650,1117
177,4,181
852,111,963
836,408,1244
514,401,915
450,275,725
401,613,1014
221,548,769
586,378,964
118,806,924
213,692,905
132,451,583
370,784,1154
636,747,1383
763,375,1138
469,410,879
301,78,379
122,729,851
910,444,1354
587,883,1470
239,865,1104
543,594,1137
6,431,184
419,925,1344
892,477,1369
671,561,1232
899,561,1460
834,769,1603
845,456,1301
610,460,1070
169,132,301
302,136,438
444,36,480
161,556,717
299,24,323
546,907,1453
173,968,1141
971,912,1883
730,317,1047
241,991,1232
611,843,1454
652,195,847
370,848,1218
172,570,742
408,705,1113
537,598,1135
661,804,1465
196,564,760
713,705,1418
372,602,974
278,683,961
877,791,1668
258,355,613
492,406,898
147,479,626
570,948,1518
831,434,1265
386,636,1022
714,462,1176
775,234,1009
383,248,631
801,832,1633
702,745,1447
93,837,930
60,831,891
193,706,899
110,192,302
670,376,1046
116,914,1030
941,351,1292
259,338,597
673,362,1035
921,607,1528
281,542,823
675,996,1671
121,103,224
60,317,377
594,569,1163
76,575,651
387,822,1209
960,944,1904
851,192,1043
686,617,1303
120,209,329
473,299,772
473,985,1458
418,94,512
516,577,1093
645,174,348
86,346,432
203,829,1032
601,300,901
457,87,544
804,28,832
830,634,1464
305,896,1201
709,15,724
49,245,294
167,425,592
822,537,1359
95,787,882
640,224,864
523,639,1162
271,703,974
213,818,1031
420,528,948
494,62,556
269,802,1071
951,832,1783
358,87,445
488,383,871
549,622,1171
4,5,9
337,126,463
319,936,1255
77,170,247
59,253,312
715,4,719
578,288,866
992,384,1376
190,759,949
992,381,1373
509,762,1271
717,249,966
371,89,460
512,265,777
430,722,1152
222,76,298
485,305,790
336,20,356
43,162,205
957,200,1157
127,389,516
237,660,897
20,278,298
898,625,1523
963,730,1693
507,787,1294
20,903,923
981,331,1312
413,285,698
705,698,1403
616,753,1369
313,995,1308
201,682,895
50,350,536
703,493,1196
609,121,730
222,507,729
211,15,832
719,715,1434
669,15,684
648,276,924
877,291,1168
918,328,1246
501,710,1211
530,256,786
57,426,483
8,2,10
307,53,360
463,460,923
882,34,916
361,948,1309
35,902,937
965,637,1602
19,476,495
240,921,1161
401,893,1294
373,815,1188
17,985,1002
215,293,508
153,978,1131
240,275,515
607,508,1115
612,484,1096
700,904,1604
385,203,588
426,694,1120
991,612,1603
279,335,614
838,484,1322
960,644,1604
626,270,896
393,665,1058
221,979,1200
91,359,450
385,38,423
459,550,1009
11,930,941
792,568,1360
315,524,839
181,242,423
863,373,431
982,29,1011
973,629,1602
694,128,822
211,745,956
71,769,840
974,620,1594
285,460,745
307,570,877
321,396,717
894,948,481
781,472,1253
863,603,1466
532,42,574
197,904,1101
210,363,573
637,899,591
551,746,1297
546,229,775
162,393,555
982,902,1884
588,55,643
199,887,1086
536,535,1071
759,517,1276
557,209,766
119,453,572
645,565,1210
896,173,1069
140,672,812
520,571,1091
414,769,1183
525,849,1374
540,154,694
39,145,184
829,790,1619
36,25,61
527,846,1373
371,953,850
516,811,1327
207,918,1125
785,939,1724
50,891,941
760,951,187
957,688,1645
399,396,795
783,220,1003
552,999,1551
332,62,394
110,924,1034
242,362,604
424,549,973
598,898,1496
796,281,1077
444,309,753
613,544,1157
33,798,831
391,42,433
218,396,614
974,845,1819
585,545,1130
615,569,1184
834,305,1139
599,533,1132
123,6,129
880,664,1544
670,935,1605
252,330,582
408,747,1155
348,933,880
144,106,250
69,211,280
513,674,1187
539,932,1471
113,45,768
141,778,919
941,601,1542
721,944,1665
835,887,1722
986,120,1106
643,687,1330
246,1,247
914,311,1225
422,177,599
473,922,1395
54,893,947
484,947,1431
604,117,721
756,206,962
977,353,1330
480,966,1446
205,323,528
656,320,976
592,459,1051
382,262,644
87,101,188
219,761,980
982,512,1494
521,412,568
135,418,553
19,895,914
636,254,890
840,193,1033
663,417,1080
394,692,1086
967,312,1279
141,100,241
299,0,299
651,288,939
846,914,1760
9,251,540
978,492,1470
118,839,957
815,865,1680
331,777,484
930,701,1631
564,188,752
538,364,902
721,195,618
248,649,897
562,616,1178
206,657,863
88,420,508
885,166,1051
819,793,1612
131,904,1035
1000,344,1344
437,611,1048
629,97,726
592,554,1146
850,220,1070
415,974,1389
736,570,1306
777,289,1066
740,12,752
33,390,423
169,820,989
952,777,1729
791,382,1173
521,434,955
180,396,576
749,890,1639
738,936,1674
952,24,976
896,905,1801
470,276,746
883,938,1821
878,419,1297
824,355,1179
786,424,1210
195,377,572
560,328,888
298,442,740
835,437,1272
663,280,943
690,46,736
12,823,835
203,702,905
982,315,1297
931,963,1894
640,598,1238
957,469,1426
256,530,786
243,927,1170
129,926,1055
220,319,539
699,547,1246
158,713,871
162,376,538
411,896,1307
608,165,773
815,343,1158
813,994,1807
963,525,1488
682,496,630
203,312,515
297,300,597
300,756,1056
117,720,837
889,246,1135
667,986,1653
638,283,921
774,580,1354
6,253,259
952,163,1115
601,806,1407
497,126,623
435,235,670
307,192,499
642,285,224
573,915,1488
220,782,1002
648,907,1555
308,384,692
