a,b,total
523,907,1430
145,1,146
24,232,256
150,361,511
231,943,1174
393,703,1096
842,923,1765
173,112,285
979,978,1957
78,630,708
369,945,1314
86,917,309
182,438,620
614,185,799
153,914,1067
308,639,947
356,896,1252
938,511,1449
955,271,1226
728,817,1545
2,882,884
152,796,948
327,151,478
738,815,1553
489,834,1323
591,437,1028
285,148,433
130,186,316
361,326,687
492,710,1202
616,812,1428
141,821,962
943,251,1194
562,509,1071
504,545,1049
235,393,628
732,431,1163
795,710,1505
224,719,943
370,2,372
871,17,888
485,980,1465
112,61,173
369,869,1238
797,838,1635
471,147,618
564,995,1559
431,248,679
229,57,286
120,985,1105
146,386,532
712,988,1700
55,718,773
595,75,670
608,891,1499
150,374,524
250,78,1702
833,426,1259
186,481,667
766,540,1306
306,481,787
345,454,799
711,13,724
159,61,220
32,618,650
515,164,1705
433,696,1129
465,567,1032
264,941,1205
313,726,1039
953,160,1113
94,534,628
973,128,1101
410,633,1043
401,188,589
999,572,1571
79,836,915
488,320,808
414,847,1261
55,822,877
434,199,633
106,79,185
797,866,1663
245,288,533
109,66,175
11,774,785
192,564,756
951,33,984
87,1000,1087
45,577,622
495,46,190
966,316,730
769,289,1058
512,199,711
400,743,1143
132,719,851
339,417,756
515,103,618
793,153,1630
391,488,879
872,38,910
155,698,853
906,640,1546
735,237,972
826,697,1523
787,735,1522
986,513,1499
746,623,1369
952,787,1739
804,134,938
368,638,1006
441,40,481
792,699,1491
213,625,838
981,156,1137
509,99,608
146,784,930
560,888,1448
800,916,1716
96,465,561
956,302,1258
286,590,876
91,72,163
790,471,1261
484,262,746
452,665,1117
962,126,1088
499,40,539
293,410,703
634,939,1573
451,375,826
639,974,1613
85,698,783
460,269,729
698,43,741
659,58,717
250,716,966
8,158,166
297,384,681
408,874,1282
397,895,1292
95,357,452
657,547,1204
476,111,587
749,110,859
944,406,1350
204,411,615
324,350,674
497,217,714
487,117,604
39,558,597
481,149,630
327,581,1231
792,389,1181
827,370,1197
484,218,702
888,23,911
700,433,1133
650,180,830
70,280,350
305,894,1199
892,429,1321
685,914,1599
850,55,905
923,438,1361
771,304,1075
357,964,1321
486,548,1034
164,988,1152
363,934,1297
398,842,1603
915,611,1526
740,683,1423
148,331,479
843,961,1804
845,754,1599
14,154,168
956,151,1107
324,116,440
690,416,1106
739,3,742
965,852,1817
649,460,1109
592,99,1527
192,430,622
792,170,962
221,356,577
195,995,1190
978,14,992
372,16,388
314,514,828
127,716,843
466,423,889
360,848,1208
535,997,1532
116,948,1064
438,382,820
609,166,775
390,291,681
705,696,1401
290,718,1008
947,927,1874
89,825,914
91,665,1909
421,106,527
769,638,1407
102,648,750
595,825,593
872,430,1302
795,465,1260
117,200,317
973,127,1100
812,935,1747
929,840,1769
803,758,1561
962,383,1345
519,290,809
674,270,944
924,814,1738
689,247,1861
424,33,314
809,383,1192
531,839,1370
325,343,668
585,440,1025
996,400,1396
659,402,1061
820,954,1774
131,961,1092
1000,745,1745
925,325,1250
447,236,683
820,129,949
646,590,1236
863,780,1643
266,857,1123
971,330,1301
95,26,121
643,788,1431
28,632,660
942,995,1937
391,25,416
133,464,597
796,366,1162
668,919,1587
198,548,746
743,798,1541
387,788,1175
52,281,333
147,642,1186
887,105,992
949,610,1559
145,289,434
184,95,279
864,370,1234
212,400,612
814,22,836
498,982,1480
215,703,918
911,321,1232
461,827,1288
305,10,315
675,580,1255
875,32,907
351,355,706
628,614,1242
162,534,696
948,124,1072
30,548,1048
779,156,935
373,117,490
30,335,365
85,745,830
129,274,403
204,976,1180
725,564,1289
478,763,1241
446,524,970
944,197,1141
202,703,905
734,287,1021
105,597,702
601,319,920
210,976,1186
443,904,1347
610,765,1375
326,637,963
392,439,831
361,382,743
839,65,904
910,34,944
259,600,859
618,846,1464
973,988,1961
407,30,437
828,330,1158
190,366,556
220,672,892
148,798,946
9,326,335
734,336,1070
581,814,1395
238,575,813
290,616,906
222,105,327
733,622,1355
826,880,1706
587,914,1501
698,774,1472
832,327,1159
50,821,871
47,281,328
127,463,590
334,605,939
590,21,611
659,802,1461
4,933,937
134,861,995
37,917,954
540,40,580
16,71,87
849,821,1670
308,281,589
354,409,763
793,320,1113
48,402,450
465,505,970
990,932,1922
382,960,1342
29,229,21
142,107,249
882,704,1586
231,174,405
741,923,1664
835,924,1759
5,956,961
53,265,318
44,113,623
76,270,346
627,810,1437
276,715,991
141,597,738
129,326,455
771,598,1369
989,916,1905
457,684,1141
540,246,786
677,501,1178
329,791,1120
231,94,325
303,728,1031
571,855,1426
675,662,1337
210,711,921
995,506,1501
13,686,699
838,394,1232
107,348,455
604,779,1383
879,320,1199
319,725,1044
157,868,1025
936,133,1069
372,394,766
888,635,1523
798,409,1207
284,433,717
314,974,1288
663,104,767
897,109,1006
246,16,262
191,273,1355
543,463,1006
121,949,1070
362,441,803
406,514,920
341,54,395
378,100,783
749,950,1699
301,193,494
608,282,890
505,531,1036
697,51,748
981,113,1094
54,916,545
244,67,311
282,231,513
716,733,1449
402,103,505
843,900,1743
507,210,717
208,355,563
722,610,1332
3,96,99
929,717,1646
756,312,1068
704,244,948
697,71,768
340,921,1261
985,13,998
438,342,1995
270,902,1172
695,778,1473
608,360,968
597,1,598
253,483,736
838,17,855
297,855,1152
515,171,686
793,96,889
823,753,1576
502,752,1254
558,263,821
259,373,632
847,361,1208
341,912,1253
679,877,1556
863,610,1473
276,702,978
655,21,676
420,876,1296
145,365,510
250,591,841
996,441,1437
762,91,853
977,386,1363
988,280,1268
695,557,1252
460,981,1441
179,271,450
357,909,1266
603,427,1030
282,316,598
593,532,1125
854,627,1481
814,465,1279
811,811,1622
112,992,1898
701,150,851
153,535,688
638,571,1209
310,498,808
818,301,83
222,289,511
126,54,180
5,440,445
854,0,282
358,899,1257
879,514,1393
787,574,1361
88,730,818
750,201,951
940,82,1022
32,484,516
254,831,1085
395,432,827
925,100,1025
942,309,1251
177,577,754
896,330,1226
142,699,841
256,138,394
204,308,512
304,580,884
472,558,1030
801,896,1697
98,141,239
710,320,1030
701,729,1430
362,437,799
984,420,1404
934,572,1570
431,90,521
629,928,1557
248,594,842
130,635,765
579,898,1477
773,865,1638
412,686,1653
781,895,1676
859,55,914
276,849,1125
109,341,450
841,297,1138
707,339,1046
124,758,882
523,757,1280
718,209,927
575,758,1333
139,228,367
655,872,1527
643,318,961
959,6,965
638,704,1342
68,0,68
901,123,1024
253,209,462
25,852,877
400,56,456
307,414,721
188,839,1027
868,559,1427
627,697,1324
673,631,1304
149,651,290
838,762,1600
174,523,697
559,205,764
296,296,592
982,602,1584
683,281,964
714,819,1533
426,833,1259
28,290,318
577,398,620
34,660,694
672,634,1306
929,928,1857
142,479,621
469,283,324
366,512,878
515,215,730
723,537,1260
64,178,242
360,671,1031
347,470,817
805,143,948
780,674,1454
403,69,472
660,495,1155
483,620,1103
589,725,1314
794,674,1468
132,714,846
978,594,1572
632,849,1481
46,30,76
162,237,399
108,511,619
487,331,818
790,827,1617
814,242,1056
901,178,1079
393,773,1166
944,65,1009
256,117,1535
74,452,526
621,646,1267
945,178,1123
715,460,1175
652,587,1239
200,258,458
695,292,987
759,165,924
541,828,1369
88,596,1965
684,98,782
829,143,972
368,792,1160
559,885,1444
189,698,887
932,745,1677
508,194,702
584,847,1431
360,365,725
572,873,1445
68,449,517
385,894,1279
80,130,210
305,103,408
236,52,288
338,23,361
963,296,1259
257,399,656
69,893,962
991,294,1285
589,247,836
954,625,1579
408,633,1041
714,913,1627
482,959,1441
269,668,692
431,267,698
909,783,1692
209,560,769
337,946,1283
934,899,1833
505,74,579
577,926,1503
855,783,1638
354,72,426
612,757,1369
82,908,990
969,132,1101
42,106,1039
230,665,895
489,310,799
897,994,1891
953,56,1601
830,200,1030
880,388,1268
755,18,773
53,396,449
712,128,840
437,562,999
448,120,568
925,376,1301
351,447,798
243,237,480
10,232,242
770,909,1679
549,581,1642
15,894,909
832,58,890
129,449,578
44,321,365
670,911,1581
299,132,431
490,673,1163
78,78,156
556,210,766
752,832,1584
937,879,1816
730,309,1039
798,564,1362
669,250,919
273,326,599
515,106,621
922,420,1342
636,497,1133
208,933,1141
999,533,1532
759,566,1325
381,742,1123
145,36,181
715,450,1165
464,975,1439
510,856,569
602,393,995
988,86,1074
875,624,1499
19,883,902
454,45,499
388,188,576
545,53,598
32,554,586
959,26,985
772,914,1686
848,929,1777
771,605,1376
28,349,377
636,444,1080
801,746,1547
770,58,828
566,397,963
954,694,1648
960,547,1507
586,736,1322
531,266,797
390,478,868
946,243,1189
15,287,302
973,280,1253
255,789,1044
345,584,929
630,280,910
675,256,931
829,790,1619
127,314,441
328,856,1184
183,454,637
450,9,459
989,367,1356
864,569,1433
59,593,652
283,918,1201
321,976,1297
184,264,448
282,265,547
130,232,362
150,892,1042
50,238,288
39,188,227
881,450,1331
42,566,608
62,974,1036
265,998,1263
694,865,1559
361,553,914
614,240,854
79,519,598
523,79,602
333,584,917
842,697,1539
657,436,1093
146,25,171
807,368,1175
417,918,1335
481,965,1446
636,31,667
45,297,342
933,605,1247
216,827,1043
732,799,1531
802,595,1397
962,220,1182
596,33,629
153,390,543
664,80,744
981,957,1938
578,515,1093
645,561,1206
551,750,1301
899,540,1439
621,483,1104
532,451,983
199,856,1055
932,249,1181
818,786,1604
236,466,702
995,118,1113
455,750,1205
419,370,789
573,517,1090
370,669,1039
235,459,694
235,583,818
128,947,1075
795,931,1726
598,681,1279
266,814,1080
321,120,441
431,517,948
589,506,1095
791,202,993
897,464,247
428,269,697
728,952,1680
103,129,232
853,441,341
74,135,209
542,940,1482
432,362,794
713,570,1283
300,121,421
844,919,1763
623,631,1254
739,46,785
942,363,1305
932,418,1350
758,854,1612
775,488,1263
751,187,938
603,938,1541
521,85,606
7,607,614
690,664,1354
328,449,777
739,602,1341
791,99,890
505,349,1060
918,537,1455
864,950,1814
330,393,723
182,976,1158
833,967,1800
748,215,963
284,588,872
321,101,422
169,121,290
498,449,947
173,295,468
265,620,885
946,237,1183
144,98,242
858,520,1378
28,612,640
982,912,1894
818,199,1704
842,26,868
288,964,1252
436,749,1185
129,850,979
940,112,1052
941,865,1806
910,442,1352
88,885,973
285,749,1034
991,362,1353
762,812,1574
76,334,410
343,282,625
753,525,1278
75,723,798
913,946,205
954,722,1676
325,194,519
676,857,1533
36,971,1007
8,251,259
385,893,1278
689,200,889
155,496,651
751,508,1259
203,650,853
973,528,1501
767,219,137
502,571,1073
727,182,1408
269,628,897
597,240,837
495,543,1038
184,898,1082
237,896,1133
496,501,997
401,612,1013
492,302,794
115,986,1101
773,782,1555
992,457,1449
678,435,1113
475,979,1454
116,355,471
721,131,852
495,860,1355
500,615,1115
240,29,269
519,220,739
801,418,1219
790,330,1120
325,421,746
452,435,887
934,55,989
745,224,969
838,46,884
419,226,645
170,548,718
640,112,752
628,625,1253
619,552,1479
21,821,842
799,721,1520
361,785,1146
64,670,431
370,548,918
160,858,1018
880,735,1615
820,165,985
339,423,762
750,254,1004
36,865,1925
539,104,643
810,496,579
308,24,332
790,704,1494
278,767,1045
802,386,1188
134,837,971
276,882,1158
75,516,591
780,750,1530
15,760,775
619,941,1560
753,602,1355
198,851,1049
319,803,1122
524,761,561
469,207,676
992,671,1663
385,298,683
227,990,1217
285,494,779
719,546,1265
391,17,408
745,403,1148
781,559,1340
463,229,692
25,406,431
457,378,835
111,658,769
147,829,976
85,97,182
212,885,1097
607,255,862
412,631,1043
535,740,1275
778,238,1016
505,258,763
758,345,1103
37,329,366
613,416,1029
274,706,980
575,813,1388
511,320,831
241,329,570
494,526,1020
757,750,1507
107,435,542
384,130,514
165,532,697
170,202,372
995,116,868
507,174,681
537,498,1035
895,560,1455
9,303,312
301,737,1038
692,277,969
629,910,1539
665,169,834
535,701,1236
628,974,1602
531,619,1150
473,215,688
949,764,1713
872,950,1822
536,732,1268
10,325,335
153,481,634
1000,5,1005
192,204,396
550,469,1019
62,639,701
160,68,228
572,904,1476
643,14,657
281,291,572
888,436,1324
313,376,689
412,956,1368
554,656,1210
79,606,685
748,221,969
269,577,846
816,534,1350
784,392,1176
790,873,1663
283,989,1272
892,630,1522
484,214,698
802,237,1039
93,951,1044
150,146,296
895,0,895
917,993,1910
523,826,1349
680,483,1163
512,778,1290
573,402,975
394,723,1117
319,858,1177
543,80,623
862,219,1081
968,648,1616
728,146,874
573,452,1025
807,256,1063
571,921,1492
356,182,748
875,477,1352
354,745,1099
631,573,1204
942,961,1903
383,183,566
10,200,210
538,199,635
336,96,432
937,259,1196
13,621,634
662,281,943
407,44,451
721,259,980
58,994,1052
31,883,914
482,622,1104
502,177,679
895,663,1558
826,106,59
627,915,1542
722,753,1475
871,134,1005
854,866,1720
454,652,1106
321,99,420
284,873,1157
628,755,1714
688,868,1556
919,726,1645
600,739,1339
528,14,542
412,426,838
685,62,747
844,779,1623
746,273,1019
454,45,499
203,705,908
177,650,827
857,963,560
574,359,933
477,581,1058
88,579,667
90,119,209
186,747,933
325,605,930
20,785,805
10,222,232
471,83,554
965,252,1217
697,657,1354
885,195,1080
755,135,890
388,722,1110
285,143,428
423,231,654
279,904,1183
302,265,567
270,94,364
592,372,964
657,535,1192
646,703,1349
37,972,1009
394,159,553
215,719,934
661,830,1491
295,212,507
991,515,1506
760,813,1573
525,791,1316
223,478,701
944,118,1062
646,190,836
478,600,1078
577,386,963
922,34,956
107,644,751
922,8,930
486,342,828
924,102,1026
366,313,679
559,190,749
449,828,1277
607,589,1196
748,408,1156
249,258,507
615,345,960
410,307,1902
898,239,1137
922,949,1871
431,436,867
976,591,1567
29,167,196
944,307,1251
988,714,1702
203,974,1177
769,142,911
341,807,1148
993,92,1085
784,144,928
469,405,874
0,674,674
904,176,1080
82,189,271
208,447,655
250,157,407
865,794,1659
488,163,651
482,563,1045
715,217,932
684,385,1069
723,248,971
98,396,494
781,957,1738
791,334,1125
839,690,1529
434,611,1045
73,355,428
758,993,1751
227,906,1133
786,240,1026
348,513,861
625,613,1238
936,79,1015
141,511,652
216,309,525
347,393,740
435,154,589
396,691,1087
35,267,302
431,183,614
698,529,1227
476,825,1301
702,750,1452
883,414,1297
12,164,176
588,519,1107
465,11,476
982,686,1668
789,55,844
264,759,1023
618,826,1444
461,514,975
484,729,1213
547,995,1542
804,183,987
544,777,1321
690,81,771
345,970,1315
604,264,868
832,629,1461
465,445,576
40,124,164
471,375,846
613,702,1315
435,345,780
785,838,547
183,300,483
17,457,474
651,36,687
365,749,1512
405,254,659
547,96,643
148,648,796
914,281,1195
469,705,1174
940,845,1785
954,750,1704
582,469,668
381,39,420
1000,741,1741
903,103,1006
742,80,822
652,767,1419
410,22,432
764,263,1027
760,904,1664
934,443,1377
812,196,1008
310,630,940
874,812,1686
818,50,868
484,220,704
447,281,728
796,190,986
687,46,733
931,185,1116
279,5,284
19,800,819
132,281,413
613,809,1422
325,99,424
18,726,744
65,626,691
729,623,1352
602,430,1032
336,554,890
952,571,697
327,354,681
155,473,628
510,215,725
174,689,863
412,33,445
585,990,1575
498,574,1072
85,212,297
542,378,920
768,322,1090
478,30,508
598,170,768
578,441,1019
783,23,806
290,569,859
240,384,624
134,387,521
870,126,996
223,216,439
584,296,880
162,785,947
752,410,1162
360,769,1129
922,613,1535
788,371,1159
680,905,1585
648,780,1428
514,548,1062
230,879,1109
774,475,1249
946,460,1406
894,181,1075
3,545,548
781,475,1256
699,929,1628
594,668,1262
428,420,848
29,633,662
624,634,1258
82,613,695
418,968,1248
255,170,425
483,700,1183
379,23,402
904,808,1712
565,523,1088
870,935,1805
377,740,1117
179,483,662
943,204,1147
300,66,366
211,591,802
250,700,950
247,815,1062
472,512,984
822,618,1440
893,942,1835
250,473,723
71,7,78
698,693,1391
532,481,1013
72,801,873
266,904,1170
123,732,855
662,546,1208
449,492,941
61,299,360
848,842,1690
40,372,412
949,523,1472
450,438,888
106,149,255
776,845,1621
810,114,924
375,422,797
145,934,1079
494,215,709
337,657,994
469,920,1389
770,250,1020
350,302,652
338,806,1144
264,581,845
36,779,815
534,295,1802
379,577,956
298,314,612
162,581,743
486,730,1216
301,158,459
711,131,842
299,879,1178
652,233,433
597,310,907
12,265,277
520,763,1283
529,415,944
921,174,1095
659,159,818
513,321,834
387,886,1273
663,173,836
493,179,672
388,14,402
66,350,416
211,229,440
623,796,1419
122,665,787
510,470,980
653,928,1528
866,838,1704
536,919,1455
207,372,579
408,641,1049
337,519,856
566,984,1550
759,550,1309
993,817,1810
580,535,1115
262,816,1078
706,958,1664
250,233,483
467,181,1247
272,565,837
760,194,954
939,65,1004
135,535,670
212,233,445
779,595,1374
100,549,649
52,326,378
74,201,275
452,85,537
102,555,657
612,498,1110
9,595,604
926,114,1040
453,796,1249
603,825,1428
773,467,1240
257,772,1029
277,504,781
336,519,855
290,974,1264
270,888,1158
349,281,630
515,316,831
114,1000,1114
186,499,1829
997,521,1518
167,183,350
442,689,1131
947,882,1829
653,703,1356
187,198,385
781,237,1018
513,312,825
543,483,1026
307,949,1256
584,688,1272
160,196,356
804,175,979
624,678,1302
979,528,1507
669,609,1278
798,743,1541
955,269,1224
876,854,1730
148,313,461
362,849,1211
460,315,775
402,780,1182
780,962,1742
991,418,1409
824,143,967
785,280,1442
207,213,420
262,301,563
24,329,353
391,333,724
756,204,960
632,515,1147
280,109,389
164,333,497
964,738,1702
974,994,1968
799,675,1474
982,930,1912
255,286,541
600,384,984
57,654,711
550,378,928
291,113,404
901,767,1668
1000,793,1793
844,155,999
603,306,909
575,90,665
335,586,921
676,266,942
836,298,1134
143,790,933
891,804,1695
756,321,1077
369,926,1295
765,905,1670
328,479,807
370,341,711
994,720,1714
618,765,1383
143,122,265
437,405,842
817,49,866
61,934,995
382,16,398
32,982,1014
817,334,1151
503,289,792
649,68,717
578,94,672
799,115,914
817,525,1342
89,587,676
624,665,1289
769,74,843
441,837,1278
462,910,1372
756,155,911
74,186,260
347,464,811
709,757,1466
442,910,1177
300,6,306
399,19,660
437,154,591
228,598,826
334,545,879
681,205,886
588,947,1535
901,732,1633
156,193,349
211,315,526
26,546,572
864,40,904
553,356,909
335,891,1226
235,673,908
310,167,477
277,238,515
222,790,1012
140,898,1038
450,126,576
384,26,410
761,874,1635
389,50,439
408,203,611
389,604,993
95,992,1087
935,592,1527
124,166,290
123,963,1086
619,366,985
324,425,749
92,818,910
489,261,750
967,467,778
822,430,1252
878,102,980
968,317,1285
444,968,1412
307,234,541
86,666,752
399,896,1295
974,987,1961
662,918,1580
144,867,1011
578,9,587
159,143,302
780,39,819
821,214,1035
676,300,976
424,843,1267
176,178,354
988,155,1143
829,684,1513
900,947,1847
166,30,196
313,413,726
930,861,1791
328,29,357
339,29,368
35,752,787
935,417,772
780,612,1392
173,161,334
357,918,1275
429,67,496
487,475,962
876,919,1795
137,877,1014
652,0,652
480,921,1401
131,330,461
374,979,1353
733,98,831
766,851,1617
200,128,328
132,824,956
230,675,905
97,734,831
908,629,1537
231,256,487
675,308,983
997,473,1470
532,529,1061
904,273,1177
134,335,469
677,148,825
957,871,1855
818,394,1212
813,202,1015
14,146,160
855,813,1668
406,330,984
495,878,1373
643,890,1533
591,415,1006
219,464,683
558,450,1008
286,671,957
946,345,1291
913,190,1103
826,892,1718
562,467,1029
684,876,1560
531,269,800
374,436,810
987,556,1543
232,998,1230
113,123,236
302,129,431
314,463,777
962,84,1046
995,516,1511
839,963,1802
523,199,722
696,227,923
203,751,954
538,615,1153
576,880,1456
48,819,867
552,235,787
543,170,713
102,696,798
649,879,1528
863,952,1815
155,553,708
624,434,1058
285,50,335
971,410,1381
922,534,1456
915,487,1402
139,738,877
0,76,76
569,684,1253
945,751,1696
982,68,1050
420,143,563
842,164,1006
826,999,1825
248,400,648
661,429,1090
198,254,452
72,231,303
282,143,425
126,743,869
967,688,1655
454,145,599
778,335,240
533,318,851
790,643,1433
237,676,913
841,127,968
624,465,1089
901,772,1673
349,896,1245
41,390,431
261,115,376
436,599,1035
726,708,1434
498,776,1274
535,105,640
749,617,1366
885,371,1256
870,680,1550
718,986,1704
58,653,711
788,286,1074
750,282,1032
655,520,1175
682,856,1538
365,85,1460
825,497,1322
506,226,732
681,272,953
799,846,1645
574,621,1195
384,621,1005
947,683,1630
616,110,726
812,658,1470
589,97,686
782,244,1026
688,726,1414
431,834,1265
762,40,802
807,450,1257
587,884,1471
962,408,1370
643,762,1405
685,929,1161
185,24,209
336,101,437
422,821,935
869,912,1781
838,699,1537
996,988,1984
456,802,938
715,650,1365
812,164,976
789,884,1673
329,758,1087
356,799,1155
864,511,1375
341,360,701
757,824,1581
233,324,557
103,936,1039
654,415,1069
509,654,1163
391,207,598
724,497,1221
825,448,1273
772,163,935
330,16,346
595,317,912
717,657,1374
774,573,1347
407,633,1040
203,95,298
612,936,1548
414,872,1286
733,348,1081
406,136,542
106,865,971
834,897,1731
300,628,928
84,331,415
453,845,1122
158,683,841
26,506,532
711,224,935
231,450,681
221,148,499
987,21,1008
494,858,1352
569,564,1133
196,422,618
531,594,1125
589,909,1498
396,764,1160
815,372,1187
269,441,710
921,947,1868
327,553,880
981,709,1690
880,847,1727
252,814,1066
131,98,229
803,519,1322
548,321,869
846,618,1464
356,734,1090
999,567,1566
229,476,705
856,54,910
448,509,957
66,976,1042
22,573,595
665,58,723
488,888,1376
65,698,763
977,736,1713
258,970,1228
28,730,758
441,721,1162
136,405,541
462,317,779
690,311,1001
583,817,1400
968,416,1384
552,697,1249
883,6,889
54,729,783
601,122,723
72,628,700
423,747,1170
199,254,453
792,777,1569
855,185,1902
506,746,1252
91,96,187
587,717,1304
396,824,1220
713,485,1198
351,187,538
363,181,544
900,258,1158
188,266,454
232,359,591
648,83,731
769,96,865
20,900,920
570,60,630
97,172,1083
12,4,16
313,28,341
581,576,1157
71,978,1049
651,635,1286
548,223,771
99,893,992
158,614,772
181,912,1093
866,900,1766
519,152,671
455,31,486
957,550,1507
812,963,1775
956,319,1275
110,357,467
604,530,1134
102,509,611
158,627,785
960,465,1425
561,851,1412
458,966,1424
567,67,634
374,144,518
837,502,1339
413,42,455
938,943,1881
863,931,1794
772,859,1631
868,532,1400
670,328,998
576,588,1164
534,403,937
658,205,863
138,458,596
299,966,1265
413,445,858
502,24,526
329,574,903
398,313,711
805,789,1594
700,715,1415
851,42,893
91,314,405
765,921,1686
177,656,833
49,547,1979
310,394,704
987,550,1537
845,700,1545
756,520,1276
182,520,702
715,45,760
101,468,569
913,226,1139
74,731,805
211,584,795
15,46,61
210,921,1131
946,297,492
675,833,1508
338,181,519
846,233,1079
857,411,290
613,252,865
264,903,1167
696,584,1280
923,641,1564
962,899,1861
935,279,1214
10,425,435
386,284,670
194,836,1030
259,614,1418
404,42,446
459,131,590
228,72,300
118,162,280
500,68,568
335,171,506
262,978,1240
952,711,1663
549,293,842
583,267,850
122,404,526
905,206,1111
568,866,1434
130,530,660
480,490,970
234,38,272
188,85,273
825,69,894
630,379,1009
146,452,598
42,678,720
785,997,1782
215,742,957
582,14,596
349,880,1229
943,179,1122
205,923,1128
400,389,789
298,517,815
188,642,830
673,738,1411
892,451,1343
251,616,867
570,164,734
987,325,1312
701,66,767
547,17,564
173,741,914
379,39,418
106,700,806
390,3,393
833,396,1229
122,877,999
643,36,679
75,20,95
932,487,1419
660,395,1055
630,396,1026
766,243,1009
627,256,883
651,465,1116
920,156,1076
900,368,1268
293,652,945
986,990,1976
263,903,1166
757,21,778
307,147,840
727,900,1627
232,411,643
641,361,1002
415,431,846
471,751,1222
975,397,1372
345,333,678
136,740,876
251,222,473
582,199,781
746,675,1421
372,921,1293
883,782,1665
383,659,1042
402,144,546
555,667,1222
926,852,1778
890,638,1528
204,222,426
911,160,1071
959,529,1488
965,453,422
395,581,976
279,763,1042
787,159,946
588,800,1388
154,421,575
251,888,1139
780,953,1733
625,955,1580
543,752,1295
36,692,728
66,87,1884
882,890,1772
873,92,965
923,365,1288
154,980,1134
860,67,927
931,323,1254
848,457,1305
720,179,899
103,821,924
922,901,1823
425,121,546
633,419,1052
565,643,1208
287,706,993
255,999,1254
968,150,1118
99,773,1802
390,484,874
174,785,1409
837,371,1208
598,585,1183
915,20,935
969,687,1656
906,347,1253
907,378,1285
138,639,777
403,938,1341
957,809,1766
201,984,1185
299,728,1027
805,85,890
818,506,1824
604,427,1031
373,871,1244
525,286,811
925,937,652
927,170,1097
244,717,961
459,443,902
279,767,1046
672,469,1141
340,564,1785
948,639,1174
19,309,328
926,481,1407
36,711,747
713,384,1097
822,524,1346
802,434,1236
350,135,485
736,267,1003
500,288,788
935,460,1395
86,824,910
326,882,1208
116,23,139
825,780,1605
76,181,257
157,585,742
797,89,886
9,740,1652
349,891,1240
72,159,231
988,892,1880
646,894,1540
680,108,788
57,721,778
940,763,1703
190,93,283
93,3,96
702,238,940
734,81,815
640,542,1182
837,202,1039
507,619,1126
480,294,774
606,885,1491
453,189,642
81,180,261
269,147,416
589,996,1585
126,719,845
192,191,383
774,233,1007
650,856,1506
615,422,1037
292,223,515
844,353,1197
543,7,550
991,699,1690
772,165,937
64,505,569
750,61,811
837,440,1277
782,920,1702
12,1000,1012
90,326,416
938,936,1874
697,620,1317
67,582,649
859,326,1185
760,830,1590
511,307,818
320,559,879
194,233,427
43,707,750
476,901,1377
945,815,1760
995,412,1407
920,475,1395
145,755,900
429,972,285
807,324,1131
891,647,1538
374,14,388
837,677,1514
154,607,761
222,97,967
153,277,430
22,509,531
310,849,1159
562,284,846
498,621,1119
443,445,888
163,499,662
61,361,422
68,975,1043
488,622,1110
240,531,771
822,221,1043
13,979,992
162,346,508
700,633,1333
124,613,737
288,349,637
826,705,1531
378,578,956
64,18,82
427,252,679
334,704,1038
892,924,1816
937,923,1860
805,287,1092
591,812,1403
199,923,1122
329,800,1129
994,933,1927
607,624,1231
839,255,1094
481,911,1046
901,97,998
151,638,789
541,502,1043
922,912,1834
745,272,1017
398,796,1194
788,282,1070
372,868,1240
485,252,737
3,335,338
635,494,1129
802,279,1081
496,321,817
549,204,753
661,192,853
611,619,1230
751,62,813
199,536,735
289,254,543
433,717,1150
11,305,316
147,303,1334
659,780,1439
377,476,853
151,457,608
568,160,728
776,321,1097
280,466,746
723,621,1344
166,600,766
979,17,996
888,334,1222
377,145,522
737,384,1121
643,444,1087
405,182,587
856,778,579
331,579,910
40,904,944
740,734,1474
508,65,573
143,155,298
167,962,1129
94,772,866
365,346,711
351,768,1119
410,558,968
426,657,1083
711,158,869
91,833,924
162,118,280
889,267,1156
57,660,717
24,53,77
714,230,944
43,224,267
972,156,1128
140,512,652
396,774,1170
405,19,424
296,504,1463
713,424,1137
41,204,245
213,235,448
7,357,364
595,902,1497
920,848,1768
217,155,372
937,642,1579
288,272,560
523,397,920
206,772,978
342,200,542
266,402,668
292,462,1235
990,667,1657
788,415,1203
115,42,157
109,760,869
210,204,414
753,765,1518
706,690,1396
607,837,1444
474,55,529
235,580,815
863,258,1121
24,317,1698
185,881,1066
511,969,1480
737,335,1072
400,616,1016
942,503,1445
611,292,903
683,877,1560
79,631,710
0,873,102
877,11,888
952,0,952
390,746,1136
163,99,262
220,661,881
433,759,1192
77,286,363
22,304,326
920,122,1042
269,467,736
908,819,1727
123,941,1064
975,698,1673
901,953,1854
178,14,192
742,240,982
907,593,1500
279,276,1153
491,64,555
156,220,376
694,386,1018
442,850,1292
179,996,1837
45,672,717
788,897,1685
288,736,1024
821,273,556
986,892,1878
706,458,1164
665,45,710
855,877,1732
974,719,1693
237,732,969
48,293,341
612,376,988
483,557,1040
674,923,1597
564,553,1117
752,654,1406
178,594,772
478,355,833
151,833,984
910,506,1416
417,368,785
88,616,704
140,340,480
660,477,1137
552,882,1434
911,43,954
940,880,1820
148,613,761
647,851,1498
871,817,1688
1000,835,1835
844,709,1553
843,429,1272
513,557,212
589,4,593
563,680,1243
