A,B,C
750,135,882
581,666,1247
1,333,334
194,390,599
763,839,1602
803,691,1494
824,236,1060
432,277,709
571,49,620
116,726,842
157,237,394
117,419,536
646,430,1076
644,459,1103
331,724,1055
420,561,981
872,221,1093
792,356,1148
220,394,613
287,921,1208
280,512,792
255,455,710
775,854,1629
76,281,357
489,943,1432
199,685,884
401,726,1127
190,20,210
655,473,1128
936,986,1922
703,138,841
878,935,1813
392,132,524
370,396,766
346,296,642
26,530,556
132,56,188
131,319,450
768,793,1561
68,57,125
537,377,914
915,266,1181
502,794,1296
71,326,397
195,994,1189
680,139,819
92,149,241
192,809,1001
480,511,991
261,529,790
599,153,754
965,57,1022
610,947,1540
644,813,1457
455,947,1402
473,715,1188
920,171,1072
357,654,1011
684,848,1532
115,629,744
526,518,1044
223,819,1042
648,340,988
900,770,1670
489,488,977
670,918,1588
491,49,540
91,86,177
547,188,727
876,170,1036
441,48,489
289,720,1009
287,255,542
916,584,1500
826,38,864
850,366,1216
326,139,465
149,689,838
902,25,927
919,525,1444
696,516,1212
315,861,1176
697,975,1672
922,398,1320
381,103,484
90,546,636
742,694,1436
382,966,1348
969,986,1955
845,727,1572
78,320,398
350,554,904
914,337,1250
287,874,1161
284,902,1186
495,262,757
64,306,352
399,823,1219
972,365,1337
647,74,721
757,886,1643
285,868,1153
241,22,263
993,47,1040
869,181,1050
871,731,1611
762,441,1203
134,493,627
155,222,377
954,646,1595
249,734,983
245,5,250
221,557,778
226,560,786
57,183,240
152,95,247
235,852,1089
445,805,1250
823,99,922
740,35,775
322,832,1154
957,181,1138
34,199,233
212,48,267
291,55,346
994,629,1623
937,721,1658
383,268,671
80,921,1001
723,584,1307
417,867,1284
920,11,931
107,892,999
768,864,1632
23,317,340
589,145,734
602,889,1491
179,606,785
751,684,1435
897,577,1474
575,291,880
129,314,435
43,572,615
869,636,1505
383,241,624
133,556,689
805,141,930
884,73,957
285,205,490
553,823,1376
587,834,1421
810,19,829
425,474,899
329,64,393
792,159,951
785,750,1535
542,751,1293
373,947,1320
92,978,1070
921,993,1914
513,942,1455
970,111,1081
35,518,553
229,983,1212
196,463,659
188,651,839
8,838,846
226,988,1229
735,718,1453
303,957,1260
221,843,1064
519,232,751
505,232,737
78,824,902
821,794,1615
388,462,850
960,999,1959
356,285,641
536,40,576
502,90,592
217,179,380
558,285,843
451,349,800
215,971,1186
663,145,807
422,508,930
919,215,1134
512,571,1083
671,904,1592
398,361,759
290,337,627
478,99,577
252,966,1218
863,447,1310
582,507,1089
882,866,1748
934,536,1470
799,393,1192
431,463,894
879,373,1252
669,226,895
921,13,924
480,339,819
264,429,693
422,548,970
565,106,671
330,972,1302
160,368,517
843,255,1098
593,465,1058
672,457,1129
994,934,1928
722,30,752
605,231,836
103,117,220
966,159,1125
178,859,1037
10,478,488
498,358,856
916,607,1523
352,201,553
300,498,798
332,930,1262
476,511,987
347,400,754
225,625,850
966,636,1602
343,610,953
812,621,1433
847,325,1172
46,348,391
825,264,1089
400,133,533
707,39,746
303,707,1010
735,315,1050
838,897,1735
556,896,1452
528,659,1187
201,786,1002
20,122,142
988,225,1213
809,947,1756
175,692,867
585,670,1255
251,788,1039
249,650,899
251,495,746
896,904,1800
282,608,890
769,409,1173
656,44,700
951,500,1440
323,470,793
655,898,1553
697,14,695
462,611,1073
842,578,1420
409,245,654
733,892,1625
946,45,991
376,116,492
505,148,653
836,851,1687
297,278,575
640,859,1499
545,304,849
129,380,509
852,929,1781
256,376,632
821,97,918
43,578,621
832,147,979
958,873,1831
787,157,944
605,892,1497
407,968,1375
444,248,692
241,791,1032
644,97,741
148,460,608
192,543,735
590,986,1576
864,116,980
149,145,294
456,140,596
876,945,1821
712,254,966
643,551,1194
179,969,1148
518,193,696
876,673,1549
537,792,1329
518,99,617
583,618,1201
61,801,862
556,606,1162
709,769,1478
392,930,1322
681,46,727
392,255,658
305,614,919
994,808,1802
169,96,265
672,833,1505
961,839,1800
635,888,1523
540,218,758
401,623,1024
969,627,1596
905,182,1087
560,992,1552
210,238,448
197,477,674
13,11,41
118,584,702
176,447,617
17,807,824
385,802,1187
512,444,956
106,518,624
13,429,442
881,40,921
585,487,1072
225,52,277
180,9,186
320,228,548
243,837,1080
408,936,1344
354,145,499
561,299,860
453,829,1282
608,629,1238
902,31,933
796,996,1792
4,275,282
415,557,972
265,938,1203
257,280,529
62,63,125
923,664,1587
867,990,1857
555,597,1152
324,123,437
946,762,1726
628,426,1054
372,587,959
788,952,1740
367,450,817
903,150,1053
320,892,1212
46,9,55
973,8,981
348,563,911
216,579,795
578,335,913
671,805,1468
298,800,1098
528,844,1372
461,612,1073
609,457,1066
907,247,1154
808,750,1551
643,4,647
552,144,696
374,858,1232
268,872,1140
464,447,898
891,518,1409
175,519,694
909,253,1162
272,524,796
921,958,1879
392,612,1004
525,191,716
976,745,1721
242,932,1174
962,575,1537
934,449,1383
269,393,662
161,532,693
677,191,868
352,153,496
591,561,1152
212,426,638
904,713,1617
746,941,1687
310,344,660
109,506,615
263,996,1259
498,649,1147
885,703,1588
136,656,792
149,559,708
392,491,883
49,3,52
726,568,1294
48,726,774
503,678,1181
71,749,820
656,874,1530
244,277,521
468,488,956
699,475,1174
239,408,647
247,538,785
764,935,1699
935,320,1255
72,882,954
283,222,505
280,694,974
688,796,1484
989,671,1660
966,969,1935
604,172,776
99,750,849
371,952,1323
459,984,1443
869,7,876
21,219,240
72,443,515
47,34,67
461,148,609
382,707,1089
667,381,1048
929,764,1693
888,761,1649
855,846,1701
29,2,31
216,394,610
686,414,1089
904,860,1764
873,736,1607
679,452,1131
941,418,1340
551,121,672
362,613,956
616,711,1327
778,215,993
367,595,962
772,964,1736
428,391,819
67,658,725
965,254,1219
583,555,1138
815,309,1124
353,343,696
488,656,1144
902,507,1409
266,25,291
197,858,1055
788,790,1578
705,198,903
601,978,1579
990,970,1960
798,850,1648
242,654,896
485,234,719
748,202,959
579,756,1335
223,236,447
362,243,605
454,488,942
661,398,1059
523,140,663
414,53,467
801,365,1166
31,800,831
185,224,409
454,439,893
620,623,1243
443,173,616
832,466,1298
915,253,1168
218,193,411
112,201,313
64,343,407
477,231,708
650,736,1386
82,715,797
707,873,1580
391,883,1274
245,170,415
416,455,871
758,197,955
860,258,1118
74,940,1014
105,164,269
955,424,1379
107,288,395
159,379,538
685,121,806
681,14,695
971,987,1958
507,979,1486
140,376,516
463,520,983
866,564,1430
816,496,1312
260,877,1137
235,939,1173
964,275,1239
830,473,1303
268,352,620
989,833,1822
71,277,348
810,552,1362
675,127,802
788,370,1158
985,724,1709
779,146,925
830,300,1130
992,576,1568
429,97,526
644,430,1074
469,842,1328
922,153,1075
807,338,1145
499,543,1042
235,818,1053
867,871,1738
689,860,1554
456,175,631
626,850,1476
728,261,989
572,261,833
179,63,242
134,152,286
701,983,1684
195,477,672
660,237,897
112,91,203
994,185,1179
301,181,465
287,571,858
895,293,1188
631,919,1550
354,815,1169
617,253,870
368,1,369
965,423,1387
980,303,1283
421,72,493
127,501,628
894,920,1814
856,671,1527
362,520,882
638,104,742
696,111,807
361,888,1249
183,614,797
150,943,1093
101,566,667
40,224,264
419,905,1324
206,727,933
701,235,936
951,992,1943
761,646,1407
530,990,1520
108,381,489
711,665,1376
715,111,826
842,463,1305
478,482,960
252,751,1003
608,256,864
984,338,1322
379,136,515
643,347,990
604,519,1123
353,547,900
760,566,1326
465,587,1052
171,434,605
133,795,928
764,691,1455
865,532,1397
934,438,1372
232,570,802
9,508,517
234,220,454
491,804,1295
729,548,1277
673,157,830
631,590,1221
298,268,566
148,194,342
206,398,604
850,313,1163
536,645,1181
838,338,1176
417,469,886
93,495,569
65,531,596
568,77,645
276,65,337
189,120,309
212,508,725
794,560,1354
631,770,1401
184,544,728
215,760,975
805,923,1728
805,42,847
230,651,881
284,320,604
299,326,625
784,786,1570
82,770,852
325,755,1080
447,644,1091
963,795,1758
823,787,1610
89,242,331
621,427,1048
422,232,672
441,894,1335
61,560,621
689,796,1485
454,7,461
565,699,1264
549,948,1500
742,514,1256
145,146,291
942,575,1517
987,448,1436
465,902,1367
374,869,1243
751,736,1487
623,246,869
6,835,832
374,512,886
567,420,987
773,579,1352
695,202,879
338,969,1307
132,977,1113
914,826,1740
480,677,1157
644,188,832
228,681,909
403,306,709
657,855,1512
815,812,1627
983,128,1111
185,752,937
683,971,1654
655,134,790
805,617,1422
319,48,367
248,945,1193
913,285,1198
442,71,513
611,150,741
100,439,539
749,943,1692
851,998,1864
384,489,873
624,523,1147
713,309,1022
893,693,1586
406,260,666
80,846,917
161,981,1142
599,65,664
988,648,1636
331,807,1144
539,446,985
421,553,974
179,245,424
963,309,1272
719,832,1551
374,304,678
683,155,838
151,113,264
221,586,807
323,689,1024
288,620,908
830,252,1082
145,608,753
286,966,1252
475,763,1237
753,164,917
642,174,816
686,487,1173
960,245,1205
726,265,991
695,531,1218
277,541,808
117,473,590
329,785,1114
1,949,950
154,700,870
981,945,1926
620,89,709
566,131,697
100,96,196
541,259,800
168,489,661
750,158,908
606,75,681
641,954,1605
903,757,1660
323,381,704
126,755,881
